,jmoney.csv,array4j.csv,jsidplay2.csv,pustefix.csv,jmonkeyengine.csv,mediate.csv,matrex.csv,freedom-erp.csv,reaper3d.csv,jchassis.csv,mesa3d.csv,emono.csv
array4j.csv,0.33,0.31,0.75,0.26,0.26,0.56,0.45,0.59,0.07,0.0,0.16,0.62
emono.csv,0.3,0.2,0.7,0.23,0.23,0.58,0.48,0.59,0.04,0.03,0.25,0.76
freedom-erp.csv,0.67,0.29,0.89,0.06,0.0,0.79,0.8,0.78,0.0,0.0,0.1,0.68
jchassis.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.25,0.0,0.0
jmoney.csv,0.71,0.18,0.83,0.33,0.33,0.62,0.83,0.68,0.13,0.0,0.25,0.62
jmonkeyengine.csv,0.17,0.19,0.59,0.3,0.39,0.5,0.36,0.0,0.07,0.03,0.25,0.62
jsidplay2.csv,0.55,0.25,0.92,0.25,0.2,0.62,0.78,0.6,0.03,0.0,0.31,0.78
matrex.csv,0.65,0.4,0.92,0.0,0.17,0.71,0.83,0.69,0.14,0.0,0.42,0.71
mediate.csv,0.45,0.18,0.86,0.3,0.4,0.66,0.47,0.59,0.14,0.04,0.0,0.77
mesa3d.csv,0.24,0.12,0.68,0.43,0.43,0.46,0.38,0.64,0.1,0.0,0.32,0.64
pustefix.csv,0.25,0.13,0.91,0.45,0.38,0.43,0.32,0.6,0.04,0.04,0.24,0.71
reaper3d.csv,0.38,0.07,0.83,0.35,0.36,0.5,0.38,0.69,0.15,0.0,0.0,0.7
