,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.47,0.73,0.55,0.7,1.0,0.71,0.18,0.42,0.7,0.0,0.58,0.16
fityk.csv,0.55,0.9,0.46,0.64,0.19,0.59,0.16,0.25,1.0,0.09,0.57,0.24
hatari.csv,1.0,0.83,0.36,0.68,0.27,0.67,0.17,0.75,0.77,0.06,0.43,0.3
lmms.csv,0.51,0.86,0.54,0.99,0.3,0.67,0.16,0.71,0.69,0.05,0.31,0.21
mecat.csv,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
nullc.csv,0.43,1.0,0.35,0.66,0.27,0.67,0.11,0.59,0.67,0.06,0.35,0.26
oscarmcmaster.csv,0.53,1.0,0.53,0.8,0.35,0.85,0.4,0.88,0.5,0.17,0.46,0.97
superwaba.csv,0.35,0.87,1.0,0.72,0.25,0.61,0.22,0.75,0.77,0.08,0.62,0.25
tycho.csv,0.58,1.0,0.54,0.77,0.27,0.73,0.43,1.0,0.75,0.17,0.0,0.46
vienna-add-in.csv,0.45,0.82,0.42,0.63,0.26,0.99,0.12,0.59,0.66,0.03,0.53,0.24
voms.csv,0.0,0.0,0.47,1.0,0.0,0.86,1.0,0.0,1.0,0.5,0.67,0.4
wsmt.csv,0.0,0.88,0.71,0.92,0.3,0.71,0.0,0.67,0.5,0.0,0.97,0.23
