,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.74,0.89,0.68,0.74,0.09,0.77,0.7,0.87,0.73,1.06,0.7,0.8
fityk.csv,0.67,0.67,0.54,0.77,0.86,0.85,0.59,0.98,0.02,0.47,0.8,0.65
hatari.csv,0.03,0.82,0.7,0.69,0.72,0.72,0.68,0.91,0.61,0.59,0.84,0.57
lmms.csv,0.63,0.61,0.64,0.02,0.65,0.76,0.58,0.48,0.73,0.72,0.98,0.71
mecat.csv,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.96
nullc.csv,0.86,0.02,0.97,0.83,1.0,0.98,0.99,0.86,1.0,0.77,0.92,0.6
oscarmcmaster.csv,0.72,0.76,0.49,0.91,0.71,0.87,0.78,0.58,0.98,0.67,0.85,0.23
superwaba.csv,0.84,0.76,0.02,0.74,0.81,0.81,0.59,0.53,0.65,0.58,0.62,0.64
tycho.csv,0.59,0.78,0.5,0.7,0.77,0.79,0.67,0.0,0.7,0.25,1.0,0.63
vienna-add-in.csv,1.0,1.0,0.65,0.94,0.98,0.03,0.97,0.73,0.88,1.02,0.79,0.65
voms.csv,1.0,1.0,0.64,0.94,1.0,0.93,0.0,1.01,0.98,0.67,0.94,0.92
wsmt.csv,1.0,0.86,0.9,0.92,0.87,0.83,1.0,0.89,0.98,1.01,0.04,0.83
