,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.59,0.38,0.39,0.34,0.93,0.31,0.37,0.26,0.36,0.0,0.62,0.37
fityk.csv,0.42,0.41,0.64,0.54,0.21,0.44,0.63,0.04,0.98,0.67,0.53,0.53
hatari.csv,0.98,0.24,0.56,0.43,0.56,0.43,0.7,0.11,0.49,0.63,0.29,0.55
lmms.csv,0.65,0.64,0.43,0.99,0.57,0.35,0.64,0.68,0.59,0.58,0.25,0.47
mecat.csv,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05
nullc.csv,0.46,0.98,0.13,0.5,0.0,0.09,0.09,0.45,0.0,0.6,0.26,0.6
oscarmcmaster.csv,0.35,0.28,0.63,0.11,0.36,0.16,0.26,0.48,0.02,0.38,0.45,0.81
superwaba.csv,0.34,0.3,0.98,0.33,0.27,0.32,0.48,0.55,0.43,0.78,0.68,0.51
tycho.csv,0.51,0.26,0.6,0.36,0.31,0.27,0.38,1.0,0.38,0.94,0.0,0.43
vienna-add-in.csv,0.0,0.0,0.67,0.26,0.09,0.99,0.13,0.6,0.42,0.13,0.54,0.61
voms.csv,0.0,0.0,0.46,0.07,0.0,0.09,1.0,0.0,0.02,0.38,0.07,0.11
wsmt.csv,0.0,0.17,0.12,0.1,0.17,0.21,0.0,0.13,0.02,0.0,0.97,0.22
