,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.49,0.65,0.77,0.72,0.85,0.74,0.65,0.79,0.9,0.67,0.44,0.57
fityk.csv,0.65,0.55,0.54,0.5,0.76,0.59,0.66,0.75,0.44,0.64,0.38,0.59
hatari.csv,0.61,0.83,0.61,0.72,0.54,0.71,0.59,0.75,0.69,0.52,0.67,0.67
lmms.csv,0.47,0.48,0.71,0.49,0.5,0.51,0.43,0.47,0.4,0.35,0.42,0.44
mecat.csv,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.5
nullc.csv,0.49,0.45,0.43,0.42,0.41,0.41,0.52,0.42,0.35,0.37,0.43,0.48
oscarmcmaster.csv,0.65,0.75,0.58,0.93,0.8,0.92,0.8,0.82,0.5,0.83,0.38,0.97
superwaba.csv,0.65,0.8,0.55,0.74,0.75,0.63,0.67,0.46,0.64,0.47,0.43,0.53
tycho.csv,0.75,0.91,0.59,0.79,0.77,0.85,0.86,0.54,0.75,0.72,0.5,0.97
vienna-add-in.csv,0.42,0.44,0.43,0.39,0.42,0.54,0.53,0.49,0.41,0.35,0.43,0.46
voms.csv,0.0,0.0,0.69,0.88,0.0,0.86,0.89,0.75,0.0,0.5,0.67,0.9
wsmt.csv,0.67,0.88,0.86,0.92,0.9,0.86,0.0,0.83,0.5,0.9,0.57,0.97
