,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.59,0.67,0.2,0.77,1.0,1.0,0.96,0.41,0.8,0.76,0.2,0.09,0.48,0.75,1.0,0.46,0.46,1.0,0.7
fbmanager.csv,0.61,0.62,1.0,0.73,0.9,0.83,0.89,0.34,0.94,0.61,0.12,0.03,0.38,0.79,0.76,0.33,0.39,1.0,0.35
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fityk.csv,0.64,0.62,0.6,0.7,0.7,0.62,0.8,0.21,0.83,0.68,0.04,0.0,0.33,1.0,0.96,0.31,0.26,0.98,0.38
fleet-simulator.csv,0.54,0.69,0.61,0.67,0.8,0.57,0.79,0.18,0.77,0.6,0.05,0.02,0.31,0.73,1.0,0.31,0.29,1.0,0.38
freenet.csv,0.51,0.6,0.51,0.99,0.9,0.55,0.84,0.17,0.83,0.5,0.04,0.05,0.27,0.72,0.82,0.32,0.22,1.0,0.41
geogebra.csv,0.42,0.68,0.38,0.67,0.83,0.67,0.76,0.26,0.71,0.55,0.04,0.03,0.56,0.55,0.98,0.29,0.98,1.0,0.29
google-caja.csv,0.69,0.61,0.66,0.67,0.85,0.6,0.98,0.12,0.81,0.62,0.05,0.05,0.28,0.69,1.0,0.31,0.23,1.0,0.35
hibernate.csv,0.43,0.6,0.22,0.86,0.88,0.77,0.82,0.13,0.71,0.56,0.07,0.06,0.5,0.67,0.96,1.0,0.23,1.0,0.39
itext.csv,0.86,0.81,0.67,0.8,0.83,0.61,0.91,0.3,0.78,1.0,0.13,0.07,0.51,0.71,1.0,0.54,0.45,1.0,0.62
k3b.csv,0.6,0.58,0.62,0.76,0.86,0.57,0.8,0.2,1.0,0.64,0.09,0.09,0.25,0.71,1.0,0.47,0.33,0.97,0.55
megameknet.csv,0.45,0.65,0.67,0.75,0.81,0.58,0.85,0.25,0.72,0.47,0.05,0.05,0.98,0.65,0.84,0.34,0.29,0.98,0.42
myfaces.csv,0.49,0.64,0.52,0.65,0.85,0.47,0.71,0.95,0.71,0.52,0.03,0.04,0.17,0.69,0.86,0.27,0.19,1.0,0.28
onotoa.csv,0.5,0.75,0.56,0.67,1.0,0.54,0.72,0.12,0.7,0.85,0.03,0.04,0.2,0.64,0.97,0.28,0.21,1.0,0.28
paintown.csv,1.0,0.71,0.52,0.8,0.84,0.71,0.82,0.21,0.75,0.62,0.05,0.04,0.33,0.75,1.0,0.34,0.33,1.0,0.44
powerfolder.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,1.0,0.0,1.0,0.0,0.8,0.0,0.0,0.75,0.57,1.0,0.0
triplea.csv,0.62,1.0,0.65,0.68,0.83,0.56,0.77,0.19,0.79,0.54,0.07,0.03,0.36,0.72,0.96,0.32,0.29,1.0,0.37
xamj.csv,0.44,0.67,0.51,0.65,0.85,0.5,0.79,0.16,0.67,0.53,0.05,0.02,0.24,0.67,0.87,0.28,0.23,0.98,0.99
