,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.86,0.73,0.98,0.56,0.84,0.0,0.68,0.77,0.8,0.56,0.6,0.76,0.66,0.93,0.69,0.82,0.51,0.71,0.66
fbmanager.csv,0.67,0.79,0.03,0.61,0.75,0.63,0.51,0.67,0.71,0.72,0.31,0.83,0.6,0.68,0.94,0.7,0.51,0.79,0.67
fido.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fityk.csv,0.69,0.68,0.62,0.63,0.91,0.56,0.59,0.55,0.61,0.57,0.75,1.02,0.54,0.02,0.59,0.68,0.63,1.02,0.57
fleet-simulator.csv,0.7,0.59,0.58,0.85,0.82,0.71,0.63,0.68,0.62,0.71,0.8,1.01,0.58,0.69,0.0,0.69,0.64,0.22,0.62
freenet.csv,0.67,0.75,0.84,0.03,0.58,0.69,0.5,0.62,0.48,0.9,0.73,0.62,0.63,0.7,0.97,0.69,0.71,0.45,0.53
geogebra.csv,0.82,0.63,0.88,0.83,0.78,0.66,0.68,0.48,0.84,0.84,0.85,0.93,0.55,0.85,0.12,0.87,0.07,0.59,0.92
google-caja.csv,0.53,0.71,0.5,0.72,0.67,0.63,0.07,0.79,0.67,0.78,0.63,0.78,0.61,0.72,0.52,0.7,0.71,0.67,0.65
hibernate.csv,0.77,0.72,0.97,0.64,0.71,0.64,0.64,0.74,0.74,0.67,0.5,0.76,0.67,0.91,0.53,0.09,0.68,0.28,0.68
itext.csv,0.65,0.51,0.68,0.51,0.78,0.59,0.52,0.42,0.72,0.0,0.43,0.76,0.51,0.79,0.87,0.64,0.43,0.72,0.53
k3b.csv,0.53,0.88,0.62,0.54,0.71,0.65,0.6,0.54,0.0,0.54,0.43,0.54,0.76,0.63,0.83,0.58,0.53,1.06,0.49
megameknet.csv,0.81,0.73,0.78,0.58,0.75,0.66,0.56,0.45,0.71,0.95,0.59,0.72,0.1,0.74,0.93,0.64,0.58,1.01,0.63
myfaces.csv,0.95,0.68,1.0,0.9,0.71,0.92,0.95,0.13,0.84,1.0,1.02,0.83,0.97,0.82,1.0,0.94,0.96,0.6,0.93
onotoa.csv,0.76,0.48,0.65,0.73,0.0,0.73,0.77,0.83,0.73,0.38,0.83,0.92,0.9,0.8,0.5,0.8,0.8,0.45,0.84
paintown.csv,0.03,0.58,0.72,0.47,0.67,0.59,0.54,0.53,0.63,0.6,0.64,0.69,0.51,0.65,0.43,0.62,0.5,0.48,0.52
powerfolder.csv,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.79,0.98,1.0,0.2,1.0,0.94,1.0,1.0,0.98,0.95,0.98,1.0
triplea.csv,0.49,0.03,0.51,0.74,0.7,0.72,0.69,0.61,0.54,0.73,0.54,0.88,0.51,0.62,0.32,0.65,0.58,0.34,0.63
xamj.csv,0.97,0.72,0.89,0.92,0.71,0.84,0.64,0.66,0.95,0.9,0.69,0.99,0.76,0.87,1.0,0.89,0.75,1.02,0.04
