,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.15,0.31,0.03,0.53,0.16,1.0,0.32,0.23,0.21,0.47,0.4,0.25,0.35,0.07,0.31,0.19,0.52,0.29,0.34
fbmanager.csv,0.37,0.25,0.97,0.51,0.26,0.37,0.53,0.33,0.29,0.32,1.0,0.25,0.43,0.34,0.3,0.37,0.56,0.21,0.41
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fityk.csv,0.34,0.62,0.79,0.63,0.28,0.56,0.62,0.56,0.43,0.5,0.4,0.0,0.58,0.98,0.43,0.43,0.53,0.78,0.71
fleet-simulator.csv,0.85,0.84,0.74,0.92,0.66,0.93,0.79,0.92,0.79,0.91,1.0,0.5,0.84,0.91,1.0,0.73,0.9,0.78,0.85
freenet.csv,0.59,0.66,0.76,0.98,0.47,0.81,0.63,0.73,0.66,0.76,0.8,0.5,0.71,0.86,0.57,0.4,0.49,0.55,0.69
geogebra.csv,0.24,0.47,0.26,0.85,0.8,0.37,0.6,0.6,0.17,0.91,0.8,0.75,0.46,0.25,1.0,0.88,0.93,0.41,0.88
google-caja.csv,0.51,0.44,0.74,0.69,0.76,0.96,1.0,0.6,0.36,0.24,0.8,1.0,0.55,0.77,0.48,0.75,0.43,0.33,0.74
hibernate.csv,0.43,0.56,0.06,0.37,0.31,0.37,0.41,0.56,0.34,0.59,0.8,0.25,0.33,0.09,0.48,0.91,0.57,0.72,0.36
itext.csv,0.35,0.53,0.35,0.57,0.26,0.52,0.5,0.65,0.31,1.0,0.6,0.25,0.51,0.23,0.13,0.37,0.62,0.28,0.49
k3b.csv,0.71,0.78,0.91,0.59,0.34,0.85,0.78,0.69,1.0,0.68,1.0,0.5,0.88,0.61,0.17,0.46,0.9,0.64,0.55
megameknet.csv,0.66,0.88,0.24,0.53,0.35,0.41,0.5,0.69,0.66,0.71,0.6,1.0,0.9,0.39,0.69,0.47,0.61,0.84,0.43
myfaces.csv,0.96,0.72,1.0,0.87,0.81,0.78,0.77,0.88,0.86,0.97,0.6,1.0,0.64,0.93,0.94,0.84,0.78,0.4,0.82
onotoa.csv,0.76,0.66,0.65,0.74,1.0,0.81,0.56,0.6,0.52,0.65,0.4,1.0,0.74,0.66,0.52,0.73,0.65,0.55,0.73
paintown.csv,0.97,0.53,0.41,0.63,0.55,0.44,0.64,0.81,0.57,0.53,0.8,0.5,0.72,0.41,0.57,0.56,0.68,0.52,0.61
powerfolder.csv,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.21,0.02,0.0,0.8,0.0,0.06,0.0,0.0,0.02,0.05,0.02,0.0
triplea.csv,0.71,0.97,0.71,0.8,0.51,0.33,0.72,0.92,0.79,0.65,1.0,0.5,0.59,0.64,0.8,0.56,0.72,0.66,0.82
xamj.csv,0.79,0.94,0.82,0.91,0.81,0.81,0.76,0.52,0.76,0.91,0.8,0.5,0.83,0.86,0.96,0.83,0.75,0.81,0.96
