,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.0,0.34,0.29,0.05,0.7,0.23,0.56
bwapi.csv,0.0,0.78,0.0,0.09,0.09,0.44,0.0
gisgraphy.csv,0.91,0.45,0.1,0.14,0.12,0.41,0.75
lite.csv,0.86,0.12,0.37,0.59,0.12,0.71,0.27
ontopia.csv,0.13,0.13,0.78,0.35,0.52,0.48,0.63
smartgwt.csv,0.89,0.45,0.6,0.76,0.5,0.63,0.46
