,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.5,0.65,0.59,0.35,0.51,0.29,0.39,0.49,0.55,0.55,0.96,0.2
archive-crawler.csv,0.37,0.2,0.6,0.14,0.75,0.45,0.33,0.43,0.26,0.97,0.12,0.12
blue-c.csv,0.66,0.59,0.75,0.37,0.65,1.0,0.6,0.59,0.61,0.55,0.61,0.48
dynalloy.csv,0.31,0.98,0.13,0.36,0.41,0.44,0.48,0.46,0.42,0.49,0.31,0.44
jcae.csv,0.04,0.02,1.0,0.0,0.0,0.0,0.06,0.0,0.04,0.0,0.23,0.0
kmatplot.csv,0.98,0.33,0.13,0.23,0.39,0.34,0.28,0.28,0.31,0.25,0.06,0.61
mscore.csv,0.66,0.35,0.75,0.41,0.69,0.57,0.99,0.52,0.5,0.54,0.57,0.56
nosleepsoftware.csv,0.39,0.05,0.36,1.0,0.27,0.08,0.39,0.12,0.04,0.26,0.12,0.58
openmalaria.csv,0.69,0.53,0.7,0.46,0.53,0.71,0.7,0.96,0.59,0.64,0.52,0.4
popeye-chess.csv,0.67,0.45,0.69,0.63,0.97,0.5,0.54,0.62,0.54,0.51,0.44,0.62
riff-evolve.csv,0.53,0.41,0.7,0.07,0.07,0.54,0.58,0.68,0.97,0.3,0.68,0.17
virtuoso.csv,0.7,0.47,0.49,0.09,0.34,0.0,0.67,0.57,0.41,0.5,0.73,0.84
