,olsrd.csv,reaper-ecad.csv,rtb-team.csv,autofac.csv,sidekar.csv,fluidium.csv,jsr308-langtools.csv,illumination.csv,buddata-ebxml-registry.csv
autofac.csv,0.79,0.26,0.48,0.96,0.56,0.51,0.77,0.33,0.54
buddata-ebxml-registry.csv,0.87,0.22,0.45,0.64,0.77,0.59,0.77,0.34,1.0
fluidium.csv,0.63,0.13,0.39,0.51,0.56,0.98,0.43,0.33,0.52
illumination.csv,0.57,0.28,0.07,0.36,0.21,0.51,0.56,0.97,0.37
jsr308-langtools.csv,0.73,0.38,0.5,0.23,0.65,0.47,0.98,0.43,0.62
olsrd.csv,0.97,0.42,0.48,0.41,0.59,0.22,0.82,0.31,0.49
reaper-ecad.csv,0.26,0.93,0.5,0.52,0.55,0.62,0.4,0.24,0.77
rtb-team.csv,0.77,0.29,0.93,0.63,0.57,0.21,0.79,0.35,0.48
sidekar.csv,0.81,0.11,0.46,0.4,0.98,0.27,0.77,0.36,0.64
