,olsrd.csv,reaper-ecad.csv,rtb-team.csv,autofac.csv,sidekar.csv,fluidium.csv,jsr308-langtools.csv,illumination.csv,buddata-ebxml-registry.csv
autofac.csv,0.79,0.18,0.83,1.0,0.66,0.43,0.77,0.26,0.96
buddata-ebxml-registry.csv,0.77,0.13,0.29,0.48,0.63,0.42,0.62,0.21,1.0
fluidium.csv,0.78,0.13,0.33,0.5,0.64,0.95,0.75,0.27,0.92
illumination.csv,0.93,0.21,0.08,0.38,0.73,0.5,0.92,1.0,1.0
jsr308-langtools.csv,0.91,0.26,0.67,0.67,0.8,0.53,1.0,0.32,1.0
olsrd.csv,0.98,0.28,0.33,0.41,0.81,0.25,0.81,0.21,1.0
reaper-ecad.csv,0.52,1.0,0.33,0.41,0.53,0.45,0.44,0.15,0.92
rtb-team.csv,0.94,0.23,1.0,0.73,0.71,0.43,0.85,0.3,1.0
sidekar.csv,0.88,0.06,0.4,0.73,1.0,0.31,0.81,0.24,0.97
