,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.18,0.5,0.24,0.41,0.25,0.79,0.71
clamav.csv,0.45,0.5,0.06,0.53,0.7,0.88,0.71
k3b.csv,0.91,0.83,0.82,0.72,0.35,0.92,0.82
kindb.csv,0.36,0.33,0.29,0.5,0.0,0.58,0.82
pclasses.csv,0.73,0.0,0.0,0.02,0.75,0.32,0.12
re2c.csv,0.18,1.0,0.06,0.4,0.25,0.24,0.03
thrust.csv,0.0,0.33,0.59,0.26,0.2,0.17,0.06
