,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.83,0.58,0.84,0.6,0.75,0.29,0.35
clamav.csv,0.68,0.57,0.95,0.57,0.33,0.42,0.43
k3b.csv,0.84,0.99,0.91,0.43,0.66,0.56,0.53
kindb.csv,0.66,0.8,0.74,0.56,1.0,0.46,0.22
pclasses.csv,0.3,1.0,1.0,0.99,0.51,0.82,0.9
re2c.csv,0.84,0.02,0.94,0.78,0.77,0.91,0.97
thrust.csv,1.0,0.82,0.44,0.76,0.85,0.91,0.94
