,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.18,0.17,0.2,0.89,0.71,0.61,0.89
clamav.csv,0.18,0.18,0.12,0.79,0.74,0.47,0.83
k3b.csv,0.18,0.09,0.25,0.84,0.64,0.4,0.78
kindb.csv,0.31,0.08,0.33,0.83,0.0,0.58,0.93
pclasses.csv,0.53,0.0,0.0,0.25,0.48,0.22,0.57
re2c.csv,0.15,0.86,0.5,0.66,0.45,0.16,1.0
thrust.csv,0.0,0.08,0.59,0.79,0.29,0.15,1.0
