,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.16,0.29,0.34,0.12,0.06,0.2,0.19
clamav.csv,0.41,0.27,0.15,0.33,0.14,0.4,0.31
k3b.csv,0.84,0.98,0.89,0.33,0.11,0.55,0.5
kindb.csv,0.16,0.45,0.21,0.25,0.0,0.17,0.12
pclasses.csv,0.12,0.08,0.04,0.12,0.44,0.46,0.19
re2c.csv,0.2,0.02,0.02,0.5,0.17,0.5,0.0
thrust.csv,0.04,0.47,0.15,0.17,0.28,0.38,0.0
