,brlcad.csv,xmemcached.csv,fceugc.csv,jaolt.csv,kmess.csv,google-gears.csv,ftm.csv,jcache.csv
brlcad.csv,0.98,0.78,1.0,0.59,0.86,0.9,0.95,0.85
fceugc.csv,0.32,0.43,0.95,0.27,0.35,0.22,0.21,0.35
ftm.csv,0.59,0.48,0.9,0.52,0.85,0.74,1.0,0.76
google-gears.csv,0.73,0.57,0.86,0.6,0.8,1.0,0.61,0.53
jaolt.csv,0.44,0.74,0.86,0.97,0.65,0.57,0.79,0.71
jcache.csv,0.68,0.74,0.57,0.33,0.31,0.23,0.62,1.0
kmess.csv,0.74,0.13,0.48,0.41,0.98,0.37,0.25,0.15
xmemcached.csv,0.58,0.78,0.43,0.52,0.29,0.32,0.46,0.21
