,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.67,0.84,0.27,0.89,0.98,0.45,0.43,0.98,0.36,0.31,0.22,0.88,0.81,0.98,0.71,0.55
elateportal.csv,0.63,0.83,0.2,0.83,0.99,0.4,0.43,0.75,0.32,0.18,0.18,1.0,0.75,0.96,0.59,0.4
gmerlin.csv,0.81,0.83,0.4,0.9,0.97,0.39,0.38,0.9,1.0,0.32,0.27,0.93,0.7,0.94,0.75,0.58
gretl.csv,0.66,0.86,0.21,0.99,0.97,0.43,0.41,0.82,0.32,0.21,0.2,0.81,0.8,0.97,0.64,0.42
illumination.csv,0.58,0.79,0.13,0.85,0.97,0.4,0.42,0.81,0.35,0.94,0.2,0.97,0.45,0.95,0.56,0.51
mpgravity.csv,0.64,0.77,1.0,0.81,0.98,0.27,0.44,0.58,0.32,0.29,0.27,0.97,0.6,0.95,0.54,0.38
nativeclient.csv,0.74,0.88,0.29,0.92,0.95,0.38,0.52,0.81,0.49,0.23,0.23,0.9,0.83,0.96,0.99,0.55
natpad.csv,0.64,0.73,0.2,0.81,0.95,0.46,0.42,0.79,0.3,0.07,0.23,0.9,0.74,0.95,0.62,1.0
ogre.csv,0.62,0.82,0.23,0.83,1.0,0.4,0.41,0.75,0.33,0.21,0.2,0.88,0.75,0.96,0.59,0.4
open-ms.csv,0.71,0.72,0.17,0.78,0.98,0.34,0.38,0.74,0.36,0.04,1.0,0.91,0.5,0.95,0.58,0.27
openmsx.csv,0.76,0.9,0.2,0.74,0.99,0.44,1.0,0.79,0.27,0.2,0.2,0.9,0.79,0.93,0.6,0.27
oppna-program-hsatools.csv,0.75,0.99,0.22,0.86,0.98,0.37,0.5,0.77,0.32,0.23,0.2,0.89,0.77,0.98,0.59,0.4
sandiaportals.csv,0.64,0.9,0.24,0.91,0.97,0.45,0.43,0.77,0.38,0.22,0.23,0.56,1.0,0.97,0.66,0.4
sauerbraten.csv,1.0,0.94,0.33,0.88,0.95,0.31,0.47,0.81,0.36,0.35,0.28,0.9,0.89,0.97,0.79,0.5
yarp.csv,0.56,0.87,0.19,0.79,1.0,1.0,0.55,0.79,0.67,0.19,0.19,0.5,0.83,0.85,0.65,0.82
zemljanka.csv,0.63,0.83,0.23,0.82,0.99,0.4,0.41,0.8,0.33,0.21,0.2,0.88,0.74,0.99,0.62,0.4
