,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.6,0.51,0.64,0.65,0.55,0.64,0.58,0.98,0.58,0.71,0.59,0.38,0.56,0.62,0.48,0.7
elateportal.csv,0.52,0.45,0.42,0.0,0.82,0.0,0.58,0.0,0.0,0.39,0.5,1.0,0.0,0.0,0.0,0.0
gmerlin.csv,0.59,0.26,0.38,0.43,0.29,0.32,0.33,0.4,0.98,0.39,0.32,0.36,0.16,0.33,0.33,0.46
gretl.csv,0.51,0.67,0.52,0.99,0.0,0.61,0.46,0.71,0.54,0.48,0.47,0.38,0.66,0.63,0.64,0.48
illumination.csv,0.21,0.21,0.28,0.32,0.0,0.53,0.5,0.35,0.47,0.9,0.33,0.85,0.11,0.47,0.48,0.48
mpgravity.csv,0.44,0.31,1.0,0.31,0.37,0.36,0.2,0.27,0.41,0.45,0.48,0.82,0.13,0.4,0.43,0.38
nativeclient.csv,0.74,0.61,0.65,0.66,0.0,0.39,0.52,0.52,0.61,0.6,0.61,0.24,0.51,0.51,0.98,0.7
natpad.csv,0.48,0.31,0.1,0.5,0.0,0.61,0.48,0.56,0.5,0.07,0.54,0.24,0.41,0.49,0.52,0.94
ogre.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
open-ms.csv,0.48,0.35,0.09,0.42,0.0,0.42,0.5,0.42,0.44,0.07,0.95,0.67,0.1,0.34,0.53,0.36
openmsx.csv,0.65,0.79,0.33,0.37,0.63,0.61,0.95,0.56,0.44,0.55,0.52,0.5,0.58,0.0,0.55,0.36
oppna-program-hsatools.csv,0.57,0.99,0.09,0.63,0.0,0.45,0.63,0.4,0.47,0.45,0.05,0.48,0.56,0.8,0.13,0.0
sandiaportals.csv,0.48,0.61,0.57,0.71,0.0,0.64,0.59,0.53,0.63,0.57,0.61,0.13,0.98,0.34,0.63,0.49
sauerbraten.csv,0.92,0.35,0.1,0.6,0.19,0.19,0.26,0.35,0.42,0.45,0.32,0.24,0.61,0.63,0.43,0.7
yarp.csv,0.16,0.36,0.36,0.1,0.27,0.93,0.3,0.28,0.15,0.28,0.38,0.02,0.11,0.06,0.24,0.25
zemljanka.csv,0.3,0.17,0.0,0.0,0.63,0.0,0.0,0.68,0.21,0.13,0.0,0.0,0.0,0.95,0.54,0.0
