,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.75,0.66,0.68,0.51,0.67,0.65,0.71,0.08,0.66,0.5,0.67,0.74,0.6,0.47,0.61,0.48
elateportal.csv,0.81,0.7,0.89,1.0,0.5,1.0,0.75,1.0,1.0,0.91,0.82,0.0,1.0,1.0,1.0,1.0
gmerlin.csv,0.48,0.81,0.68,0.64,0.9,0.78,0.78,0.66,0.03,0.68,0.75,0.7,0.88,0.83,0.73,0.62
gretl.csv,0.83,0.67,0.8,0.03,1.09,0.69,0.85,0.6,0.76,0.83,0.85,0.91,0.68,0.69,0.67,0.84
illumination.csv,0.85,0.85,0.89,0.76,1.1,0.71,0.7,0.73,0.69,0.12,0.77,0.22,0.97,0.85,0.76,0.62
mpgravity.csv,0.7,0.82,0.0,0.79,0.82,0.9,0.84,0.93,0.73,0.64,0.64,0.25,0.91,0.77,0.78,0.76
nativeclient.csv,0.49,0.55,0.73,0.44,1.21,0.75,0.59,0.62,0.51,0.68,0.67,0.81,0.6,0.81,0.03,0.48
natpad.csv,0.68,0.86,0.92,0.76,1.18,0.62,0.69,0.63,0.78,0.96,0.65,0.81,0.73,0.75,0.67,0.07
ogre.csv,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
open-ms.csv,0.64,0.98,1.03,0.9,1.04,0.89,0.78,0.74,0.69,1.0,0.06,0.67,0.95,0.93,0.74,0.93
openmsx.csv,0.49,0.49,0.94,0.88,0.6,0.73,0.06,0.64,0.8,0.75,0.81,0.83,0.61,1.09,0.78,0.93
oppna-program-hsatools.csv,0.55,0.04,0.98,0.71,1.0,0.86,0.57,0.88,0.85,0.86,0.99,0.84,0.78,0.37,0.97,1.0
sandiaportals.csv,0.84,0.51,0.75,0.43,1.11,0.65,0.72,0.68,0.66,0.76,0.69,1.11,0.02,0.74,0.59,0.83
sauerbraten.csv,0.1,0.71,0.92,0.56,0.98,0.87,0.8,0.73,0.7,0.62,0.74,0.81,0.47,0.56,0.64,0.57
yarp.csv,0.89,0.72,0.79,0.93,0.77,0.08,0.75,0.79,0.88,0.81,0.76,0.99,0.91,0.97,0.81,0.79
zemljanka.csv,0.92,0.96,1.0,1.0,0.6,1.0,1.0,0.67,0.96,0.97,1.0,1.0,1.0,0.22,0.8,1.0
