,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,94.5,93.5,108.0,97.5,224.0,93.5,357.5,98.5,98.5,197.0,181.0,285.5,97.5,773.5,195.5,98.5
aztec.csv,98.5,95.5,127.0,97.5,1148.0,76.5,94.5,275.5,74.5,394.0,95.5,285.5,97.5,483.0,183.0,98.5
bl-toolkit.csv,98.5,97.5,2467.5,97.5,2887.5,287.5,545.0,1108.0,98.5,593.0,98.5,188.0,96.5,197.5,97.5,98.5
co-ode-owl-plugins.csv,0.0,93.5,192.5,97.5,221.0,93.5,97.5,98.5,98.5,98.5,181.0,285.5,97.5,776.5,99.0,98.5
gbif-indexingtoolkit.csv,98.5,94.5,717.0,178.0,921.0,189.0,94.5,98.5,98.5,395.0,98.5,188.0,96.5,193.5,98.5,98.5
gnukeda.csv,91.5,97.5,2331.5,643.5,2037.5,289.5,97.5,98.5,164.0,394.5,98.5,268.5,97.5,98.5,99.0,92.5
motu.csv,91.5,97.5,1309.5,456.5,2816.0,385.0,97.5,98.5,98.5,294.5,98.5,188.0,97.5,197.5,99.0,92.5
oscarmcmaster.csv,98.5,94.5,419.0,87.5,974.0,482.5,97.5,98.5,95.5,96.5,192.0,285.5,97.5,387.5,99.0,98.5
pamguard.csv,98.5,95.5,1010.0,97.5,1407.5,91.5,94.5,798.5,97.5,494.0,192.0,188.0,96.5,197.5,98.5,98.5
prelude.csv,98.5,97.5,2253.0,97.5,2346.5,384.0,97.5,98.5,98.5,98.5,98.5,285.5,97.5,197.5,99.0,98.5
qdvdauthor.csv,98.5,97.5,401.0,96.5,222.0,482.5,539.0,98.5,95.5,395.5,88.5,275.5,97.5,382.0,99.0,98.5
qlc.csv,91.5,97.5,1215.0,87.5,1263.0,285.5,97.5,98.5,95.5,164.0,95.5,172.0,97.5,264.5,98.5,0.0
scite-ru.csv,81.5,97.5,841.5,87.5,1933.0,482.5,97.5,98.5,98.5,196.5,98.5,373.0,97.5,98.5,99.0,98.5
tencompetence.csv,98.5,87.5,30.5,238.0,586.0,191.0,94.5,1013.5,90.5,294.5,193.0,83.5,96.5,197.5,99.0,91.5
trackit.csv,98.5,95.5,824.5,97.5,215.0,135.0,452.5,88.5,98.5,197.5,0.0,1024.5,97.5,680.0,95.5,338.0
yaprm.csv,65.5,97.5,1790.0,1371.0,2675.5,289.5,97.5,98.5,98.5,97.5,98.5,70.0,187.0,98.5,99.0,266.0
