,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.0,2.0,2.0,0.0
jajuk.csv,0.0,8.0,2.0,3.0
vapor.csv,9.0,5.0,0.0,2.0
zorannt.csv,3.0,0.0,5.0,4.0
