,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.41,0.52,0.5,0.42
jajuk.csv,0.45,0.56,0.57,0.48
vapor.csv,0.96,0.94,0.79,0.52
zorannt.csv,0.63,0.94,0.76,0.52
