,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.69,0.72,0.61,0.99
jajuk.csv,1.0,0.56,0.57,0.36
vapor.csv,0.3,0.11,0.97,0.38
zorannt.csv,0.51,0.82,0.3,0.55
