,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.41,0.45,0.48,0.02
jajuk.csv,0.0,0.23,0.39,0.86
vapor.csv,0.18,0.11,0.0,0.24
zorannt.csv,0.56,0.0,0.54,0.65
