,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.66,0.35,0.43,0.99
jajuk.csv,1.0,0.36,0.42,0.59
vapor.csv,0.35,0.1,0.98,0.47
zorannt.csv,0.49,0.88,0.2,0.66
