,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,jmonkeyengine.csv,e-bio-flow.csv,tmva.csv,joustsim.csv,reaper3d.csv,jchassis.csv,chaosrts.csv,thedata.csv
array4j.csv,0.38,0.33,0.29,0.69,0.09,0.12,0.08,0.03,0.24,0.38,0.8,0.15,0.0,0.0,0.87,0.06
chaosrts.csv,0.38,0.28,0.3,0.84,0.15,0.19,0.18,0.03,0.29,0.41,0.82,0.22,0.1,0.0,0.97,0.06
dxengine.csv,0.46,0.17,0.58,0.7,0.26,0.06,0.02,0.01,0.0,0.31,0.82,0.08,0.11,0.0,0.88,0.04
e-bio-flow.csv,0.33,0.12,0.38,0.82,0.22,0.27,0.11,0.04,0.7,0.62,0.85,0.57,0.09,0.0,0.97,0.05
jbpm.csv,0.4,0.17,0.67,1.0,0.38,0.0,0.43,0.0,0.75,0.47,1.0,0.1,0.0,0.0,0.89,0.17
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
jmoney.csv,0.65,0.2,0.47,0.8,0.2,0.22,0.17,0.02,0.31,0.37,0.72,0.22,0.12,0.0,0.94,0.03
jmonkeyengine.csv,0.19,0.13,0.39,0.6,0.32,0.17,0.22,0.01,0.57,0.3,0.68,0.15,0.07,0.04,0.9,0.02
joustsim.csv,0.33,0.14,0.37,0.7,0.2,0.17,0.24,0.03,0.35,0.41,0.68,0.67,0.08,0.05,0.96,0.17
jsidplay2.csv,0.48,0.25,0.26,0.91,0.05,0.12,0.06,0.07,0.22,0.57,0.84,0.12,0.04,0.0,0.86,0.02
log4net.csv,0.62,0.25,0.4,0.94,0.3,0.23,0.16,0.14,0.0,0.38,0.71,0.3,0.19,0.0,0.9,0.06
piccolo2d.csv,1.0,0.2,0.8,0.94,0.35,0.3,0.09,0.13,0.33,0.56,0.92,0.3,0.0,0.0,0.89,0.06
reaper3d.csv,0.44,0.16,0.5,0.76,0.31,0.1,0.07,0.02,0.2,0.33,0.76,0.25,0.14,0.0,0.82,0.5
sblim.csv,0.55,0.17,0.67,0.91,0.58,0.3,0.31,0.0,0.36,0.53,0.69,0.47,0.06,0.0,0.89,0.03
thedata.csv,0.38,0.18,0.43,0.79,0.26,0.11,0.07,0.02,0.22,0.35,0.74,0.24,0.08,0.0,0.84,0.44
tmva.csv,0.4,0.21,0.34,0.76,0.08,0.14,0.12,0.02,0.24,0.37,0.88,0.16,0.1,0.0,0.88,0.07
