,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.84,0.14,0.92,0.89,0.77,0.88,0.83,0.99,0.92,0.95,0.9
libtorrent.csv,0.63,0.75,0.61,0.64,0.83,0.36,0.64,0.85,0.6,0.69,0.89
mcmc-jags.csv,0.69,0.77,0.8,0.2,0.71,0.66,0.71,0.57,0.78,0.75,0.61
natpad.csv,0.8,0.7,0.57,0.6,0.54,0.68,0.56,0.6,0.76,0.93,0.45
nebuladevice.csv,0.6,0.93,1.0,0.79,0.99,0.72,0.84,1.0,0.37,0.77,1.0
olap-navigator.csv,0.18,0.7,0.36,0.5,0.48,0.58,0.59,0.56,0.6,0.44,0.61
pidgin.csv,0.45,0.66,0.64,0.93,0.4,0.6,0.52,0.72,0.74,0.47,0.49
salasaga.csv,0.69,0.74,0.75,0.68,0.58,0.67,0.5,0.42,0.51,0.59,0.44
sepgsql.csv,0.51,0.76,0.34,0.73,0.46,0.75,0.55,0.57,1.0,0.27,0.61
xstore.csv,0.7,0.79,0.89,0.6,0.63,0.67,0.41,0.52,0.82,0.74,0.8
xtreemfs.csv,0.53,0.63,1.0,0.77,0.98,0.67,0.81,0.86,0.9,0.3,0.92
