,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.0,0.0,71.0,3.0,1.0,1.0,5.0,61.0,5.0,6.0,1.0
libtorrent.csv,0.0,0.0,10.0,0.0,1.0,0.0,2.0,48.0,1.0,4.0,1.0
mcmc-jags.csv,0.0,0.0,48.0,0.0,0.0,1.0,3.0,9.0,2.0,1.0,0.0
natpad.csv,1.0,0.0,34.0,5.0,3.0,1.0,4.0,18.0,1.0,1.0,0.0
nebuladevice.csv,0.0,5.0,584.0,7.0,0.0,0.0,4.0,184.0,0.0,4.0,106.0
olap-navigator.csv,0.0,0.0,6.0,0.0,0.0,0.0,1.0,5.0,8.0,4.0,3.0
pidgin.csv,0.0,5.0,32.0,0.0,0.0,0.0,1.0,21.0,4.0,2.0,0.0
salasaga.csv,1.0,0.0,26.0,5.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0
sepgsql.csv,0.0,5.0,7.0,0.0,0.0,0.0,0.0,4.0,85.0,0.0,0.0
xstore.csv,0.0,1.0,48.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0
xtreemfs.csv,0.0,2.0,54.0,0.0,1.0,1.0,2.0,55.0,3.0,4.0,1.0
