,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.42,0.91,0.36,0.3,0.43,0.45,0.42,0.09,0.34,0.3,0.3
libtorrent.csv,0.72,0.53,0.73,0.58,0.5,0.72,0.66,0.47,0.74,0.66,0.37
mcmc-jags.csv,0.51,0.54,0.53,0.87,0.62,0.63,0.64,0.53,0.54,0.6,0.72
natpad.csv,0.38,0.53,0.65,0.63,0.65,0.47,0.56,0.71,0.31,0.21,0.71
nebuladevice.csv,0.5,0.11,0.0,0.31,0.01,0.4,0.29,0.0,0.73,0.31,0.0
olap-navigator.csv,0.84,0.44,0.81,0.57,0.64,0.48,0.6,0.56,0.51,0.8,0.47
pidgin.csv,0.61,0.48,0.68,0.09,0.73,0.46,0.57,0.65,0.31,0.66,0.64
salasaga.csv,0.58,0.56,0.34,0.59,0.55,0.47,0.64,0.71,0.61,0.74,0.63
sepgsql.csv,0.54,0.36,0.82,0.32,0.61,0.29,0.52,0.5,0.0,0.77,0.45
xstore.csv,0.54,0.31,0.37,0.45,0.68,0.39,0.71,0.57,0.3,0.62,0.54
xtreemfs.csv,0.72,0.55,0.0,0.57,0.09,0.57,0.54,0.45,0.23,0.85,0.3
