,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.44,0.91,0.37,0.27,0.42,0.6,0.43,0.86,0.33,0.28,0.28
libtorrent.csv,0.95,0.59,0.93,0.6,0.95,0.71,0.8,0.64,0.93,0.92,0.93
mcmc-jags.csv,0.51,0.68,0.85,0.87,0.82,0.75,0.91,0.5,0.67,0.89,0.88
natpad.csv,0.36,0.55,0.7,0.67,0.68,0.44,0.54,0.86,0.27,0.18,0.74
nebuladevice.csv,0.46,0.09,0.0,0.27,0.01,0.36,0.26,0.0,0.73,0.27,0.0
olap-navigator.csv,0.82,0.41,0.85,0.53,0.63,0.42,0.61,0.54,0.47,0.89,0.42
pidgin.csv,0.56,0.45,0.85,0.07,0.74,0.41,0.54,0.96,0.27,0.65,0.63
salasaga.csv,0.64,0.68,0.3,0.67,0.53,0.45,0.63,0.71,0.6,0.93,0.6
sepgsql.csv,0.49,0.32,0.85,0.27,0.58,0.25,0.48,0.46,0.0,0.73,0.4
xstore.csv,0.57,0.27,0.93,0.4,0.83,0.34,0.7,0.54,0.27,0.94,0.95
xtreemfs.csv,0.79,0.55,1.0,0.87,0.99,0.62,0.93,0.71,0.2,0.89,1.0
