,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.71,0.8,1.17,0.99,0.41,0.58,0.74,0.73,0.64,0.57,0.57,0.79,0.67,0.54,0.77,0.79,0.42,0.57,0.62,1.26
blogentis.csv,0.7,0.69,0.81,0.67,0.94,0.83,0.42,0.8,1.02,1.01,0.61,1.0,0.64,0.58,0.76,0.93,0.92,0.95,0.8,1.04
carabiner.csv,0.72,0.76,0.84,0.85,0.43,0.57,0.74,0.76,0.92,0.59,0.87,0.59,0.67,0.48,0.79,0.63,0.7,0.28,0.64,0.67
continuum-ide.csv,1.0,0.95,1.0,0.65,1.14,0.82,0.76,0.81,1.01,0.03,0.61,0.8,0.86,0.72,0.33,0.79,0.91,1.0,0.83,0.15
emulemorph.csv,1.0,0.88,1.0,0.65,0.86,1.03,0.58,1.0,0.9,1.0,0.99,1.01,0.35,0.68,0.89,1.01,1.0,1.04,0.75,1.04
free-evolution.csv,0.42,1.0,0.86,0.63,0.52,0.47,0.73,0.85,0.7,0.67,0.58,0.45,0.49,0.65,0.8,0.78,0.67,0.52,0.48,0.97
gtad.csv,0.21,0.56,0.84,0.94,0.86,0.57,0.61,0.94,0.92,0.38,0.75,0.6,0.56,0.83,0.78,0.44,0.82,0.69,0.77,1.02
htmlunit.csv,0.46,0.83,0.87,0.52,0.67,0.68,0.72,0.78,0.67,0.31,0.45,0.43,0.52,0.58,0.67,0.55,0.69,0.6,0.67,1.25
jaxen.csv,0.85,0.88,0.91,0.64,1.01,0.64,0.82,0.87,0.38,0.89,0.56,0.1,0.85,0.82,0.87,0.79,0.87,0.87,0.69,1.26
jsr308-langtools.csv,0.68,0.74,1.0,1.0,0.65,0.87,0.87,1.01,0.69,1.0,0.98,0.8,1.0,0.12,0.82,1.0,0.85,0.92,0.76,1.09
jvcl.csv,0.52,0.95,0.75,0.48,0.82,0.74,0.59,0.9,0.55,1.05,0.79,0.53,0.59,0.93,0.77,0.79,0.82,0.84,0.73,0.51
kaffeine.csv,0.94,0.9,0.87,0.98,0.2,0.51,0.62,0.73,0.99,0.51,0.58,0.58,0.91,0.95,0.82,0.56,0.56,0.69,0.68,0.45
m-m-m.csv,0.58,0.68,0.68,0.94,0.5,0.78,0.95,0.41,0.86,0.97,0.83,0.99,0.76,0.87,0.88,0.87,0.75,0.98,0.63,0.61
motu.csv,0.51,0.6,0.71,0.83,0.56,0.87,1.0,0.65,0.83,1.01,0.97,0.91,0.67,0.62,0.83,0.3,0.67,0.43,0.78,1.31
nh3d.csv,1.0,0.63,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sarasvati.csv,0.55,0.78,0.56,0.98,0.92,0.38,0.88,0.85,1.04,0.31,0.65,0.96,1.02,0.51,0.61,0.63,0.54,0.57,0.82,0.17
taokgame.csv,0.54,0.87,1.0,0.69,0.94,0.92,0.85,0.96,0.1,1.06,0.89,1.01,0.58,0.82,0.83,0.93,0.77,0.89,0.82,1.01
wgs-assembler.csv,0.44,0.57,0.88,1.0,0.57,0.73,0.7,0.88,0.54,0.85,0.51,0.68,0.68,0.61,0.61,0.7,0.7,0.52,0.74,0.34
