,recall,precision,pf,pci_20,ifa,wins
anaxagora.csv,0.64,0.265,0.53,0.42,4.0,12
blogentis.csv,0.315,0.18,0.26,0.63,7.5,9
carabiner.csv,0.825,0.22,0.6,0.37,6.0,5
continuum-ide.csv,0.2,0.25,0.12,0.815,3.5,17
emulemorph.csv,0.005,0.07,0.12,0.775,33.5,0
free-evolution.csv,0.76,0.21,0.55,0.39,6.5,4
gtad.csv,0.27,0.265,0.175,0.66,1.0,15
htmlunit.csv,0.475,0.22,0.35,0.42000000000000004,3.5,7
jaxen.csv,0.83,0.25,0.805,0.45,8.0,6
jsr308-langtools.csv,0.9,0.195,0.72,0.37,9.0,2
jvcl.csv,0.27,0.245,0.175,0.7050000000000001,3.0,14
kaffeine.csv,0.795,0.24,0.525,0.385,6.5,10
m-m-m.csv,0.775,0.2,0.745,0.445,9.0,3
motu.csv,0.675,0.21,0.505,0.44,3.5,8
nh3d.csv,1.0,0.22999999999999998,1.0,0.4,13.0,1
sarasvati.csv,0.5,0.2,0.27,0.645,5.0,13
taokgame.csv,0.135,0.22499999999999998,0.14500000000000002,0.89,4.5,16
wgs-assembler.csv,0.795,0.225,0.6,0.43,4.0,11
