,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.03,0.36,0.0,0.1,1.0,0.09,0.28,0.83,0.13,0.03,0.4,0.05,0.07,0.79,0.35,0.25,0.34,0.38,0.32,0.0
blogentis.csv,0.03,0.39,0.01,0.15,0.79,0.09,0.54,0.81,0.0,0.0,0.38,0.0,0.08,0.87,0.28,0.25,0.11,1.0,0.21,0.0
carabiner.csv,0.04,0.38,0.01,0.12,1.0,0.15,0.3,0.82,0.07,0.03,0.32,0.09,0.07,0.89,0.35,0.26,0.18,0.6,0.29,0.01
continuum-ide.csv,0.0,0.4,0.0,0.13,0.53,0.25,0.5,0.85,0.0,0.33,0.41,0.17,0.05,0.59,0.59,0.25,0.22,0.0,0.32,0.06
emulemorph.csv,0.0,0.45,0.0,0.19,0.88,0.0,0.35,0.0,1.0,0.0,0.33,0.0,0.14,0.77,0.29,0.0,0.0,0.0,0.26,0.0
free-evolution.csv,0.06,0.36,0.01,0.12,0.96,0.12,0.28,0.76,0.12,0.02,0.4,0.15,0.1,0.69,0.33,0.24,0.18,0.43,0.37,0.01
gtad.csv,0.12,0.46,0.01,0.11,1.0,0.16,0.31,1.0,0.06,0.04,0.54,0.25,0.1,1.0,0.28,0.37,0.2,0.54,0.38,0.0
htmlunit.csv,0.06,0.36,0.01,0.16,1.0,0.1,0.25,1.0,0.14,0.05,0.52,0.19,0.09,0.87,0.33,0.32,0.18,0.43,0.34,0.0
jaxen.csv,0.03,0.33,0.01,0.13,0.8,0.08,0.27,0.81,0.23,0.02,0.4,0.38,0.05,0.61,0.27,0.25,0.16,0.28,0.25,0.0
jsr308-langtools.csv,0.04,0.35,0.0,0.0,0.86,0.06,0.28,0.81,0.14,0.02,1.0,0.07,0.0,0.93,0.35,0.22,0.17,0.32,0.27,0.0
jvcl.csv,0.08,0.33,0.33,0.24,1.0,0.15,0.35,1.0,0.16,0.0,0.5,0.1,0.09,0.67,0.29,0.25,0.22,0.22,0.53,0.02
kaffeine.csv,0.03,0.4,0.01,0.1,0.98,0.1,0.32,0.83,0.03,0.03,0.4,0.08,0.05,0.61,0.35,0.31,0.22,0.36,0.26,0.02
m-m-m.csv,0.05,0.38,0.01,0.07,0.93,0.08,0.24,0.92,0.1,0.02,0.27,0.06,0.05,0.53,0.31,0.25,0.16,0.31,0.28,0.02
motu.csv,0.05,0.43,0.02,0.12,0.96,0.06,0.24,0.95,0.08,0.0,0.3,0.05,0.06,0.68,0.24,0.48,0.18,0.5,0.3,0.0
nh3d.csv,0.03,0.41,0.67,0.0,0.82,0.06,0.26,0.84,0.11,0.02,0.5,0.06,0.0,0.58,0.3,0.22,0.16,0.3,0.24,0.01
sarasvati.csv,0.06,0.53,0.02,0.04,1.0,0.16,0.16,0.82,0.0,0.05,0.36,0.05,0.0,0.8,0.38,0.26,0.24,0.44,0.43,0.05
taokgame.csv,0.06,0.71,0.0,0.13,1.0,0.04,0.24,1.0,0.56,0.0,0.48,0.0,0.09,0.54,0.38,0.25,0.14,0.21,0.6,0.0
wgs-assembler.csv,0.06,0.47,0.01,0.09,1.0,0.07,0.29,1.0,0.16,0.02,0.48,0.07,0.06,0.69,0.38,0.27,0.2,0.42,0.25,0.03
