,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.97,0.12,0.36,0.08,0.0,0.07,0.21,0.28,0.07,0.14,0.06,0.23,0.32
e-bio-flow.csv,0.29,0.36,0.3,0.24,0.0,0.28,0.38,0.97,0.05,0.32,0.0,0.26,0.0
jas.csv,0.1,0.3,0.0,0.05,0.0,0.07,0.0,0.06,0.19,0.0,0.0,0.24,0.93
jbpm.csv,0.0,0.13,0.12,0.97,0.0,0.14,0.15,0.0,0.13,0.0,0.0,0.06,0.0
jgossipforum.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04,0.0
jmonkeyengine.csv,0.18,0.43,0.25,0.2,0.0,0.17,0.97,0.2,0.0,0.06,0.18,0.23,0.06
joustsim.csv,0.0,0.25,0.4,0.15,0.0,0.36,0.31,0.34,0.16,1.0,0.07,0.41,0.53
log4net.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ngl.csv,0.26,0.27,0.3,0.28,0.0,0.37,0.41,0.46,0.08,0.35,0.21,1.0,0.18
piccolo2d.csv,0.18,0.31,0.92,0.18,0.0,0.08,0.1,0.17,0.0,0.0,0.0,0.14,0.0
pustefix.csv,0.31,0.37,0.05,0.2,0.07,0.98,0.29,0.44,0.08,0.53,0.11,0.2,0.0
reaper3d.csv,0.22,0.48,0.11,0.13,0.04,0.0,0.25,0.15,0.05,0.24,0.93,0.02,0.22
sblim.csv,0.07,0.98,0.14,0.12,0.0,0.13,0.08,0.22,0.0,0.0,0.0,0.04,0.0
