,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,1.0,0.17,0.3,0.09,0.0,0.2,0.2,0.46,0.04,0.33,0.04,0.35,0.27
e-bio-flow.csv,0.33,0.25,0.25,0.17,0.0,0.38,0.43,1.0,0.03,0.38,0.0,0.43,0.0
jas.csv,0.25,0.33,0.0,0.1,0.0,0.25,0.0,0.33,0.11,0.0,0.0,0.71,1.0
jbpm.csv,0.0,0.2,0.33,1.0,0.0,0.33,0.25,0.0,0.08,0.0,0.0,0.55,0.0
jgossipforum.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
jmonkeyengine.csv,0.14,0.45,0.21,0.16,0.0,0.16,1.0,0.36,0.0,0.04,0.33,0.67,0.03
joustsim.csv,0.0,0.23,0.35,0.15,0.0,0.38,0.29,0.47,0.09,1.0,0.05,0.69,0.45
log4net.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ngl.csv,0.23,0.26,0.19,0.19,0.0,0.36,0.32,0.45,0.05,0.26,0.12,1.0,0.11
piccolo2d.csv,0.33,0.5,1.0,0.25,0.0,0.5,0.33,0.5,0.0,0.0,0.0,0.71,0.0
pustefix.csv,0.22,0.29,0.04,0.14,0.04,1.0,0.29,0.39,0.04,0.62,0.09,0.77,0.0
reaper3d.csv,0.15,0.36,0.09,0.1,0.02,0.0,0.29,0.3,0.03,0.21,1.0,1.0,0.14
sblim.csv,0.08,1.0,1.0,0.27,0.0,0.29,0.12,0.57,0.0,0.0,0.0,0.67,0.0
