,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.0,0.12,0.17,0.11,0.03,0.06,0.32,0.13,0.24,0.03,0.26,0.36,0.07
e-bio-flow.csv,0.13,0.45,0.18,0.26,0.26,0.13,0.16,0.0,0.15,0.08,0.16,0.3,0.16
jas.csv,0.05,0.14,0.05,0.05,0.19,0.05,0.06,0.04,0.11,0.0,0.01,0.07,0.0
jbpm.csv,0.06,0.1,0.02,0.0,0.04,0.06,0.12,0.08,0.11,0.03,0.0,0.03,0.03
jgossipforum.csv,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jmonkeyengine.csv,0.38,0.13,0.18,0.18,0.34,0.34,0.0,0.13,0.08,0.38,0.02,0.08,0.51
joustsim.csv,0.29,0.24,0.13,0.12,0.18,0.21,0.3,0.17,0.19,0.0,0.21,0.15,0.05
log4net.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ngl.csv,0.27,0.2,0.46,0.31,0.33,0.26,0.42,0.33,0.29,0.28,0.35,0.0,0.27
piccolo2d.csv,0.06,0.06,0.0,0.06,0.03,0.02,0.04,0.06,0.01,0.0,0.01,0.04,0.01
pustefix.csv,0.44,0.36,0.32,0.31,0.39,0.0,0.24,0.44,0.54,0.05,0.1,0.04,0.11
reaper3d.csv,0.52,0.35,0.24,0.21,0.37,0.03,0.2,0.13,0.16,0.18,0.0,0.0,0.21
sblim.csv,0.17,0.0,0.0,0.03,0.06,0.08,0.14,0.06,0.03,0.0,0.02,0.01,0.07
