,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.34,0.42,0.41,0.33,0.41
elmo.csv,0.5,0.58,0.44,0.45,0.55
mscore.csv,0.44,0.4,0.36,0.37,0.43
tolven.csv,0.89,0.73,0.42,0.46,0.97
xbplayer.csv,0.67,0.46,0.46,0.32,0.47
