,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.39,0.88,0.41,0.4
hibernate.csv,0.05,0.58,0.59,0.27
lamp.csv,0.25,0.43,0.36,0.47
thout.csv,0.98,0.23,0.91,0.78
