,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.17,0.24,0.79,0.36
hibernate.csv,0.33,0.25,0.71,0.44
lamp.csv,0.22,0.26,0.73,0.35
thout.csv,0.1,0.41,0.63,0.26
