,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.32,0.5,1.0,0.51,0.66,0.16,0.76,0.82,0.16,0.63,0.51,0.6,0.77,0.61
autowikibrowser.csv,0.38,0.4,0.77,0.43,0.68,0.1,0.82,0.76,0.2,0.53,0.74,0.72,0.68,0.64
cities3d.csv,0.23,0.5,0.86,0.36,0.64,0.19,0.6,0.78,0.0,0.58,0.53,0.59,0.0,1.0
kmatplot.csv,0.4,0.25,0.66,0.38,0.64,0.12,0.88,0.66,0.0,0.56,0.49,0.49,0.8,0.79
libarchive.csv,0.21,0.41,0.74,0.44,0.62,0.13,0.77,0.78,0.25,0.62,0.48,0.54,0.66,0.7
lphant.csv,0.37,0.4,0.76,0.46,0.65,0.15,0.76,0.73,0.16,0.62,0.64,0.6,0.76,0.67
mob-sen-plat.csv,0.24,0.39,0.9,0.4,0.64,0.11,0.81,0.68,0.19,0.51,0.47,0.58,0.78,0.67
mscore.csv,0.23,0.38,0.76,0.37,0.6,0.11,0.79,0.79,0.22,0.56,0.4,0.52,0.6,0.49
pidgin.csv,0.2,0.39,0.8,0.45,0.61,0.2,0.85,0.78,0.16,0.56,0.45,0.52,0.72,0.47
quickfast.csv,0.23,0.35,0.67,0.43,0.63,0.09,0.74,0.62,0.21,0.48,0.42,0.43,0.84,0.43
raygina.csv,0.36,0.61,0.0,0.55,0.64,0.16,0.94,0.77,0.25,0.68,0.42,0.61,0.92,0.49
riff-evolve.csv,0.3,0.46,1.0,0.48,0.74,0.19,0.9,0.87,0.12,0.73,0.58,0.62,0.79,0.78
upp-mirror.csv,0.28,0.36,0.5,0.45,0.77,0.07,0.84,0.74,0.2,0.55,0.33,0.61,0.68,0.55
wishmaster.csv,0.26,0.42,0.58,0.36,0.69,0.09,0.94,0.63,0.44,0.37,0.82,0.73,0.69,0.75
