,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,0.36,0.92,0.6,0.61,0.51,0.56,0.38,0.76,0.39,0.63,0.52,0.53,0.45,0.48,0.65,0.7,0.47
avisynth2.csv,0.02,0.0,0.07,0.0,0.0,0.01,1.0,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0
bigdata.csv,0.0,0.09,0.0,0.42,0.61,0.13,0.0,0.09,0.09,0.51,0.0,0.98,0.49,0.09,0.05,0.34,0.05
dsworkbench.csv,1.0,0.15,0.35,0.29,0.43,0.26,0.37,0.0,0.29,0.44,0.1,0.37,0.42,0.02,0.44,0.17,0.0
foursquared.csv,0.34,0.21,0.14,0.37,0.97,0.2,0.0,0.64,0.29,0.31,0.16,0.21,0.2,0.29,0.2,0.21,0.95
geotools.csv,0.28,0.31,0.0,0.42,0.29,0.46,0.0,0.0,0.82,0.93,0.38,0.37,0.17,0.2,0.06,0.42,0.0
gephex.csv,0.49,0.52,0.49,0.6,0.45,0.56,0.0,0.22,0.52,0.62,0.97,0.42,0.52,0.48,0.55,0.51,0.52
jgossipforum.csv,0.0,0.06,0.15,0.04,0.05,0.06,0.0,1.0,0.15,0.07,0.01,0.04,0.2,0.04,0.0,0.06,0.0
madman.csv,0.0,0.15,0.0,0.0,0.0,0.06,0.71,0.0,0.9,0.11,0.07,0.0,0.13,0.04,0.0,0.17,0.0
pokenetonline.csv,0.55,0.15,0.49,0.97,0.52,0.57,0.37,0.57,0.14,0.54,0.29,0.56,0.2,0.16,0.48,0.44,0.61
qmmp.csv,0.47,0.58,0.51,0.65,0.75,0.47,0.36,0.64,0.75,0.57,0.54,0.51,0.31,0.96,0.61,0.58,0.88
rcp-company-uibindings.csv,0.41,0.35,0.59,0.59,0.17,0.4,0.6,0.33,0.41,0.09,0.52,0.13,0.0,0.72,0.56,0.98,0.27
simplewebservices.csv,0.59,0.61,0.48,0.69,0.4,0.6,0.31,0.3,0.31,0.55,0.56,0.52,0.22,0.38,0.97,0.52,0.61
t-2.csv,0.41,0.31,0.4,0.42,0.51,0.95,0.0,0.0,0.0,0.17,0.43,0.25,0.07,0.36,0.17,0.39,0.93
wsmt.csv,0.0,0.12,0.0,0.0,0.2,0.21,0.38,0.24,0.29,0.1,0.04,0.09,0.88,0.17,0.0,0.12,0.0
yarp0.csv,0.39,0.3,0.9,0.31,0.14,0.46,0.0,0.66,0.27,0.3,0.51,0.28,0.49,0.41,0.38,0.33,0.0
