,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,0.7,0.92,0.81,0.73,0.54,0.75,1.0,1.0,0.38,0.74,0.49,0.59,0.51,0.44,0.78,0.68,1.0
avisynth2.csv,0.02,0.0,0.06,0.0,0.0,0.01,1.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0
bigdata.csv,0.86,0.93,1.0,0.38,0.62,0.99,1.0,1.0,1.0,0.48,1.0,1.0,0.49,0.98,0.99,0.88,1.0
dsworkbench.csv,1.0,0.12,0.31,0.25,0.38,0.22,0.33,0.0,0.25,0.4,0.08,0.34,0.37,0.02,0.41,0.14,0.0
foursquared.csv,0.3,0.18,0.12,0.33,0.96,0.17,0.0,0.6,0.25,0.27,0.13,0.18,0.17,0.25,0.17,0.18,1.0
geotools.csv,0.24,0.27,0.0,0.37,0.25,0.41,0.0,0.0,0.88,0.92,0.34,0.33,0.14,0.17,0.05,0.37,0.0
gephex.csv,0.8,0.63,0.5,0.85,0.42,0.57,0.0,0.2,0.88,0.64,0.97,0.39,0.6,0.81,0.8,0.46,1.0
jgossipforum.csv,0.0,0.05,0.12,0.03,0.04,0.05,0.0,1.0,0.12,0.06,0.01,0.03,0.17,0.03,0.0,0.05,0.0
madman.csv,0.0,0.12,0.0,0.0,0.0,0.05,0.67,0.0,0.88,0.09,0.06,0.0,0.11,0.03,0.0,0.14,0.0
pokenetonline.csv,0.68,0.12,0.44,0.97,0.5,0.54,0.33,0.6,0.12,0.51,0.25,0.66,0.17,0.13,0.43,0.4,1.0
qmmp.csv,0.46,0.63,0.5,0.65,0.92,0.85,0.33,0.6,0.88,0.8,0.58,0.62,0.31,0.95,0.72,0.66,1.0
rcp-company-uibindings.csv,1.0,0.9,0.94,0.92,1.0,0.97,1.0,0.4,1.0,0.98,0.85,0.94,1.0,0.92,0.72,1.0,1.0
simplewebservices.csv,0.68,0.63,0.5,0.77,0.46,0.6,0.33,1.0,0.38,0.62,0.61,0.62,0.2,0.62,0.96,0.52,1.0
t-2.csv,0.38,0.27,0.38,0.4,0.5,0.94,0.0,0.0,0.0,0.14,0.44,0.21,0.06,0.32,0.14,0.35,1.0
wsmt.csv,0.0,0.1,0.0,0.0,0.17,0.18,0.33,0.2,0.25,0.08,0.03,0.07,0.86,0.14,0.0,0.1,0.0
yarp0.csv,0.36,0.27,0.88,0.28,0.12,0.42,0.0,1.0,0.25,0.26,0.51,0.24,0.51,0.73,0.34,0.29,0.0
