,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,2.0,0.0,3.0,0.0,11.0,40.0,35.0,78.0,17.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,77.0
avisynth2.csv,0.0,107.0,0.0,84.0,69.0,3.0,0.0,224.0,56.0,298.0,111.0,0.0,2.0,124.0,240.0,0.0,103.0
bigdata.csv,3.0,1.0,3.0,2.0,2.0,87.0,35.0,154.0,24.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,92.0
dsworkbench.csv,0.0,0.0,0.0,0.0,4.0,52.0,14.0,224.0,7.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,103.0
foursquared.csv,1.0,0.0,1.0,0.0,0.0,35.0,64.0,7.0,5.0,16.0,0.0,2.0,0.0,0.0,1.0,0.0,18.0
geotools.csv,1.0,1.0,53.0,0.0,0.0,4.0,64.0,224.0,9.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,103.0
gephex.csv,2.0,1.0,5.0,0.0,8.0,10.0,64.0,123.0,19.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,73.0
jgossipforum.csv,65.0,1.0,3.0,0.0,0.0,1.0,64.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,240.0,0.0,103.0
madman.csv,65.0,0.0,53.0,84.0,69.0,59.0,1.0,224.0,0.0,8.0,2.0,0.0,1.0,1.0,240.0,0.0,103.0
pokenetonline.csv,1.0,0.0,0.0,0.0,0.0,10.0,9.0,69.0,15.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,77.0
qmmp.csv,0.0,2.0,2.0,0.0,0.0,74.0,23.0,10.0,10.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
rcp-company-uibindings.csv,2.0,0.0,0.0,0.0,2.0,60.0,22.0,156.0,19.0,35.0,0.0,0.0,1.0,4.0,11.0,0.0,85.0
simplewebservices.csv,2.0,1.0,1.0,0.0,2.0,17.0,30.0,143.0,23.0,20.0,0.0,0.0,2.0,8.0,0.0,0.0,70.0
t-2.csv,3.0,1.0,3.0,0.0,2.0,0.0,64.0,224.0,56.0,19.0,0.0,0.0,3.0,2.0,0.0,0.0,25.0
wsmt.csv,65.0,0.0,53.0,84.0,1.0,82.0,1.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,240.0,0.0,103.0
yarp0.csv,2.0,3.0,1.0,0.0,10.0,26.0,64.0,107.0,26.0,17.0,2.0,0.0,1.0,2.0,2.0,0.0,103.0
