,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,0.71,0.95,0.32,0.73,0.32,0.13,0.05,0.04,0.1,0.33,0.73,0.87,0.46,0.61,0.48,0.99,0.01
avisynth2.csv,1.0,0.0,1.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,1.0,0.0
bigdata.csv,0.73,0.54,0.3,0.77,0.43,0.12,0.05,0.02,0.14,0.36,0.63,0.99,0.53,0.5,0.42,0.96,0.01
dsworkbench.csv,1.0,0.88,0.36,0.71,0.6,0.12,0.06,0.0,0.12,0.42,0.86,0.87,0.81,0.25,0.41,1.0,0.0
foursquared.csv,0.83,0.69,0.29,0.77,1.0,0.14,0.0,0.1,0.22,0.3,0.69,0.91,0.6,0.8,0.53,0.98,0.04
geotools.csv,0.71,0.52,0.0,0.85,0.43,0.25,0.0,0.0,0.28,1.0,0.63,0.89,0.36,0.55,0.26,0.99,0.0
gephex.csv,0.75,0.54,0.28,0.74,0.37,0.14,0.0,0.01,0.15,0.37,0.99,0.87,0.51,0.5,0.43,0.99,0.01
jgossipforum.csv,0.0,0.6,0.4,1.0,0.2,0.23,0.0,0.83,0.2,0.42,0.33,0.89,0.55,1.0,0.0,1.0,0.0
madman.csv,0.0,0.88,0.0,0.0,0.0,0.06,0.5,0.0,1.0,0.35,0.5,1.0,0.44,0.5,0.0,1.0,0.0
pokenetonline.csv,0.76,0.78,0.54,0.98,0.4,0.22,0.05,0.03,0.06,0.43,0.72,0.88,0.3,0.47,0.63,0.97,0.01
qmmp.csv,0.74,0.58,0.33,0.81,0.46,0.12,0.04,0.07,0.21,0.3,0.63,0.87,0.34,1.0,0.45,0.96,0.02
rcp-company-uibindings.csv,0.78,0.56,0.34,0.74,0.35,0.13,0.06,0.01,0.16,0.28,0.65,0.88,0.54,0.6,0.42,1.0,0.01
simplewebservices.csv,0.77,0.63,0.27,0.78,0.24,0.18,0.02,0.02,0.07,0.29,0.64,0.87,0.26,0.42,0.98,0.96,0.01
t-2.csv,0.76,0.57,0.23,0.69,0.36,1.0,0.0,0.0,0.0,0.2,0.55,0.87,0.33,0.53,0.37,0.98,0.03
wsmt.csv,0.0,0.5,0.0,0.0,0.44,0.1,0.33,0.5,0.4,0.17,0.4,0.83,0.97,0.9,0.0,1.0,0.0
yarp0.csv,0.75,0.42,0.93,0.63,0.17,0.16,0.0,0.03,0.06,0.28,0.64,0.87,0.51,0.46,0.52,0.97,0.0
