,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,0.69,0.53,0.7,0.02
k3b.csv,0.7,0.02,0.6,0.55
mp-rechnungs-und-kundenverwaltung.csv,0.89,0.67,0.04,0.78
thrust.csv,0.06,0.51,0.77,0.83
