,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,0.35,0.53,0.47,0.98
k3b.csv,0.35,0.98,0.57,0.48
mp-rechnungs-und-kundenverwaltung.csv,0.12,0.4,0.96,0.25
thrust.csv,0.94,0.66,0.28,0.18
