,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,0.35,0.84,0.32,1.0
k3b.csv,0.32,1.0,0.39,0.84
mp-rechnungs-und-kundenverwaltung.csv,0.25,0.77,0.98,0.69
thrust.csv,0.94,0.81,0.33,0.73
