,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,0.35,0.65,0.38,0.99
k3b.csv,0.33,0.99,0.46,0.61
mp-rechnungs-und-kundenverwaltung.csv,0.16,0.52,0.97,0.37
thrust.csv,0.94,0.72,0.3,0.29
