,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,0.71,0.54,0.59,0.44
k3b.csv,0.47,0.44,0.41,0.44
mp-rechnungs-und-kundenverwaltung.csv,0.88,0.77,0.65,0.88
thrust.csv,0.82,0.51,0.74,0.91
