,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,0.88,1.0,0.03,0.94,1.0,1.0,0.73,0.8
jicarilla.csv,0.02,0.0,0.91,0.0,0.0,0.0,0.03,0.52
optalgtoolkit.csv,0.38,0.51,0.88,0.31,0.0,0.68,0.54,0.98
ossim.csv,0.24,0.22,0.27,0.75,0.0,0.37,0.62,0.89
projectts.csv,0.93,0.86,0.03,0.62,1.0,0.63,0.73,0.61
sabbu.csv,0.71,0.59,0.09,0.62,0.86,0.11,0.43,0.09
vxl.csv,0.52,0.46,0.09,0.62,0.43,0.53,0.35,0.11
zact.csv,0.52,0.05,0.36,0.38,0.71,0.0,0.59,0.34
