,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.86,0.87,0.89,0.89,1.01,0.09
irrlicht.csv,1.0,0.64,1.0,1.0,1.0,1.0
qedo.csv,0.98,0.87,1.0,0.92,0.37,1.0
qse.csv,0.47,0.63,0.3,0.6,0.94,0.76
toped.csv,0.22,0.82,0.83,0.82,0.73,0.82
truevision.csv,0.62,0.65,1.0,0.37,0.88,0.94
