,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.0,0.06,0.0,0.01,0.11,0.09
irrlicht.csv,1.0,0.57,1.0,1.0,1.0,1.0
qedo.csv,0.33,0.22,0.0,0.2,0.19,0.0
qse.csv,0.44,0.49,0.19,0.28,0.65,0.73
toped.csv,0.0,0.76,0.83,0.31,0.58,0.82
truevision.csv,0.56,0.43,0.0,0.28,0.33,0.49
