,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.0,0.0,0.0,1.0,260.0,0.0
irrlicht.csv,0.0,0.0,7.0,1.0,0.0,28.0
qedo.csv,3.0,0.0,81.0,1.0,0.0,49.0
qse.csv,0.0,0.0,3.0,0.0,72.0,18.0
toped.csv,0.0,0.0,7.0,1.0,0.0,22.0
truevision.csv,0.0,0.0,81.0,0.0,18.0,22.0
