,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.8,0.77,0.51,0.68,0.92,0.62
encog-java.csv,0.93,0.15,0.77,0.06,0.19,0.18
h2database.csv,0.43,0.91,0.2,0.19,0.09,0.18
jaql.csv,0.52,0.66,0.31,0.98,0.85,0.73
raven-monitoring.csv,0.59,0.36,0.97,0.53,0.72,0.66
v8.csv,0.68,0.66,0.43,0.65,0.98,1.0
