,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.12,0.15,0.44,0.45,0.96,0.93
encog-java.csv,0.98,0.35,0.44,1.0,0.44,0.9
h2database.csv,0.17,1.0,0.32,0.55,0.89,0.92
jaql.csv,0.21,0.22,0.41,1.0,0.47,0.94
raven-monitoring.csv,0.13,0.11,1.0,0.42,0.37,0.92
v8.csv,0.18,0.18,0.48,0.58,0.44,1.0
