,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv,tweetsharp.csv,ta3d.csv
alembik.csv,0.88,0.56,0.62,1.0,0.73,0.17,0.56,0.43,0.8,0.91
arsenal-1.csv,0.83,0.44,1.0,0.0,0.72,0.5,0.27,0.26,1.0,0.83
barracudamvc.csv,1.0,0.42,0.47,0.4,0.88,0.35,0.25,0.17,0.75,0.68
irplus.csv,0.83,0.46,0.53,0.41,0.81,1.0,0.44,0.26,0.82,0.65
lite.csv,0.86,0.56,1.0,0.91,0.85,0.57,1.0,0.71,0.75,0.8
mevenide.csv,0.78,0.47,0.5,0.47,0.81,0.38,0.3,1.0,0.72,0.63
ontopia.csv,0.82,0.37,0.48,0.45,1.0,0.28,0.27,0.21,0.75,0.66
openintents.csv,0.65,0.95,0.41,0.82,0.96,0.48,0.47,0.17,0.82,0.9
ta3d.csv,0.81,0.46,0.46,0.45,0.86,0.36,0.23,0.27,0.74,1.0
tweetsharp.csv,0.86,0.5,0.44,0.41,0.97,0.39,0.26,0.24,0.98,0.64
