,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv,tweetsharp.csv,ta3d.csv
alembik.csv,0.15,0.24,0.1,0.0,0.43,0.11,0.17,0.09,0.07,0.06
arsenal-1.csv,0.8,0.42,0.0,0.03,0.5,0.11,0.2,0.32,0.0,0.12
barracudamvc.csv,0.0,0.91,1.0,0.97,0.64,1.0,1.0,0.9,0.93,0.94
irplus.csv,0.5,0.39,0.26,0.42,0.43,0.0,0.34,0.64,0.47,0.69
lite.csv,0.25,0.12,0.0,0.03,0.21,0.07,0.0,0.02,0.07,0.06
mevenide.csv,0.85,0.52,0.35,0.52,0.64,0.41,0.56,0.0,0.87,0.88
ontopia.csv,0.9,0.97,0.87,0.68,0.0,0.95,0.88,0.88,0.93,1.0
openintents.csv,0.45,0.03,0.52,0.1,0.07,0.3,0.2,0.66,0.2,0.06
ta3d.csv,0.9,0.76,1.0,0.84,0.64,0.61,0.8,0.8,0.67,0.0
tweetsharp.csv,0.5,0.33,0.9,0.87,0.07,0.57,0.83,0.68,0.07,0.75
