,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv,tweetsharp.csv,ta3d.csv
alembik.csv,0.24,0.47,0.23,1.0,0.24,0.05,0.64,0.25,0.12,0.34
arsenal-1.csv,0.48,0.5,0.94,0.0,0.27,0.24,0.24,0.38,0.09,0.33
barracudamvc.csv,1.0,0.33,0.0,0.13,0.69,0.0,0.0,0.29,0.27,0.24
irplus.csv,0.47,0.5,0.37,0.44,0.36,1.0,0.71,0.58,0.7,0.49
lite.csv,0.34,0.26,0.05,0.5,0.26,0.19,0.94,0.2,0.09,0.13
mevenide.csv,0.37,0.61,0.44,0.6,0.47,0.46,0.61,0.94,0.39,0.35
ontopia.csv,0.33,0.13,0.42,0.6,0.99,0.19,0.39,0.35,0.27,0.0
openintents.csv,0.19,0.92,0.42,0.68,0.37,0.51,0.51,0.39,0.37,0.3
ta3d.csv,0.32,0.58,0.0,0.48,0.61,0.54,0.46,0.53,0.57,0.98
tweetsharp.csv,0.58,0.51,0.33,0.41,0.51,0.58,0.46,0.54,0.97,0.47
