,empyrean.csv,amanda.csv,nutz.csv,pokeglobal.csv,jhotdraw.csv,unflobtactical.csv,cascading.csv,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,wxjs.csv,cortex-vfx.csv,ffigo.csv,wikipediardware.csv,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv,mplayer-ce.csv,ng4j.csv,jmule.csv,qpe.csv,lmms.csv,yale.csv,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv,biopax.csv,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
clamav.csv,0.7,0.6,0.43,0.56,0.74,0.62,0.54,0.51,0.62,0.72,0.61,0.67,0.64,0.88,0.5,0.57,0.51,0.75,0.65,0.62,0.52,0.69,0.53,0.55,0.85,0.84,0.56,0.71,0.63,0.82,0.69,0.68,0.71,0.56,0.66,0.57,0.6,0.74,0.83,0.97,0.69,0.77,0.56,0.34,0.63,0.63,0.55,0.66,0.73,0.66,0.63,0.75,0.73,0.49,0.6,0.69,0.45,0.49,0.63,0.78,0.58,0.59,0.78,0.56,0.61,0.55,0.6,0.58,0.96,0.58,0.69,0.85,0.37,0.95,0.58,0.82,0.78,0.7,0.9,0.42,0.37,0.66,0.55,0.64,0.8,0.89,0.96,1.09,1.06,0.73,0.49,0.64,0.83,0.52,0.81,0.69,0.34,0.76,0.71,0.44,0.57,0.58,0.47
cortex-vfx.csv,0.7,0.5,0.49,0.61,0.77,0.63,0.66,0.61,0.36,0.9,0.68,0.61,0.54,0.82,0.66,0.52,0.83,0.49,0.86,0.61,0.6,0.57,0.49,0.74,0.93,0.52,0.59,0.76,0.52,0.59,0.68,0.55,0.59,0.7,0.64,0.5,0.59,0.44,0.53,0.71,0.47,0.57,0.56,0.62,0.66,0.84,0.54,0.57,0.5,0.58,0.63,0.68,0.54,0.43,0.68,0.54,0.58,0.46,0.56,0.52,0.41,0.46,0.8,0.4,0.61,0.63,0.67,0.9,0.65,0.54,0.54,0.52,0.59,0.57,0.48,0.6,0.53,0.83,0.69,0.38,0.64,1.01,0.65,0.67,0.48,0.68,1.09,1.15,1.06,0.76,0.5,0.57,0.5,0.41,0.42,0.62,0.64,0.89,0.65,0.7,0.96,0.7,0.33
crux-framework.csv,0.61,0.83,0.77,0.85,0.81,0.98,0.72,0.74,0.59,0.76,0.87,0.78,0.93,0.9,0.81,0.92,0.93,0.83,0.86,0.8,0.73,0.14,0.94,0.65,0.96,0.78,0.95,0.95,0.8,0.9,0.86,0.84,0.95,1.0,0.69,0.83,0.8,0.94,0.81,0.96,0.88,0.86,0.86,0.8,0.95,0.88,0.75,0.72,0.75,0.95,0.93,0.86,0.75,0.88,0.86,0.82,0.96,0.83,0.88,0.88,0.91,1.04,0.9,0.91,0.95,0.8,0.78,0.89,1.01,0.75,1.01,1.0,0.96,0.87,0.91,0.83,0.94,1.01,0.79,1.0,0.85,1.01,0.59,0.97,0.96,0.96,1.01,0.97,0.33,0.61,0.97,0.81,0.97,1.0,1.07,0.83,0.64,0.85,0.78,0.83,1.01,0.94,0.88
dataobjectsdotnet.csv,0.73,1.0,0.67,0.6,0.82,0.59,0.62,0.83,0.93,0.78,0.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.68,0.65,1.0,0.72,0.78,0.75,1.0,0.71,0.99,1.0,0.87,1.0,0.79,0.72,0.96,1.0,0.76,0.86,0.81,0.79,0.98,0.88,0.84,1.0,0.82,1.0,1.0,1.0,0.61,0.73,0.89,1.0,0.99,0.65,0.69,0.67,0.66,0.74,1.02,0.75,0.74,0.91,0.62,0.95,0.98,1.0,0.67,0.88,0.64,0.85,0.94,0.89,0.88,1.14,1.0,0.68,0.52,1.0,1.0,1.0,1.0,0.34,1.0,0.68,0.77,0.66,0.57,0.89,0.91,1.03,0.5,0.76,0.97,0.61,0.94,0.7,1.14,0.64,0.86,0.77,0.53,0.89,1.0,0.61,1.0
echongl.csv,0.62,0.58,1.0,0.82,0.86,0.57,0.69,0.59,0.64,0.95,0.76,0.9,0.63,0.81,0.62,0.52,0.26,0.64,0.61,0.68,0.58,0.8,0.66,0.54,0.97,0.96,0.65,0.76,0.63,0.97,0.84,0.75,0.57,0.72,0.64,0.54,0.86,0.51,0.57,0.97,0.92,0.92,0.81,0.75,0.78,0.76,0.83,0.64,0.5,0.59,0.63,0.72,0.96,0.61,0.63,0.75,1.0,0.75,0.63,0.61,0.64,1.01,0.8,0.97,0.64,0.64,0.54,0.59,0.85,0.5,0.56,0.73,0.48,0.85,0.46,0.86,0.5,0.57,0.64,0.79,0.58,0.88,0.79,0.88,0.51,0.7,0.77,0.34,0.74,0.72,0.55,0.91,0.9,0.69,0.46,0.95,0.73,0.81,0.73,0.7,0.85,0.84,0.4
empserver.csv,0.74,0.78,0.69,0.97,0.72,0.72,0.65,0.63,0.39,0.93,0.62,0.77,0.9,0.74,0.7,0.67,0.87,0.48,0.61,0.72,0.56,0.91,0.66,0.64,0.78,0.92,0.73,0.43,0.62,0.63,0.76,0.72,0.63,0.82,0.56,0.52,0.82,0.77,0.83,0.94,0.97,0.63,0.78,0.75,0.62,0.68,0.55,0.83,0.44,0.84,0.66,0.7,0.73,0.41,0.69,0.73,0.72,0.6,0.92,0.89,0.35,0.67,0.78,0.57,0.75,0.56,0.68,0.63,0.99,0.72,0.5,0.87,0.56,0.66,0.45,0.74,0.7,0.77,0.77,0.61,0.6,0.83,0.59,1.0,0.63,0.56,0.98,0.75,1.09,0.73,0.69,0.92,1.0,0.48,0.25,0.92,0.7,0.76,0.61,0.6,0.8,0.9,0.43
empyrean.csv,0.37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.72,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.93,1.0,1.0,0.99,1.0,0.47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
enlightenment.csv,1.0,1.0,0.92,1.0,0.99,1.0,1.0,0.99,0.92,1.0,1.0,1.0,1.0,0.82,0.87,1.0,1.0,0.55,0.68,0.92,0.51,1.0,1.0,1.0,1.0,1.0,0.49,1.0,0.99,0.86,1.0,0.98,0.98,1.0,0.97,0.93,1.0,0.99,0.95,1.0,0.99,1.0,0.96,0.9,0.95,0.77,0.5,0.93,0.98,0.63,1.0,0.95,0.86,0.97,0.95,0.95,1.0,0.78,0.81,0.98,1.0,0.98,1.0,1.0,1.0,0.97,0.68,1.0,0.93,1.0,1.0,0.99,0.79,0.97,0.96,1.0,1.0,1.0,1.0,0.98,0.48,1.0,0.89,0.99,0.71,1.0,1.0,1.0,0.95,0.98,1.0,0.98,1.0,0.81,1.0,1.0,1.0,1.0,0.93,0.57,0.84,1.0,0.92
etherboot.csv,1.0,1.0,0.4,0.63,1.0,0.85,0.79,0.88,0.41,1.0,0.95,0.56,0.54,0.94,0.69,0.55,1.0,0.94,1.0,0.74,1.0,0.72,0.78,1.0,1.0,1.0,1.0,0.8,1.0,0.99,1.0,1.0,1.0,1.0,0.98,0.99,0.48,1.0,1.0,1.0,1.0,1.0,0.63,1.0,1.0,1.0,0.64,1.0,0.75,1.0,1.0,0.87,0.53,1.0,1.0,1.0,0.35,1.0,0.93,0.97,0.8,1.0,1.0,0.57,1.0,0.66,1.0,0.77,0.88,0.83,1.0,0.81,1.0,0.52,1.0,0.65,1.0,1.0,0.64,0.6,0.89,1.0,0.82,0.57,0.78,1.0,1.0,1.01,0.68,0.7,1.0,1.0,0.79,0.48,1.0,0.98,0.69,0.81,1.0,0.84,1.0,0.7,0.41
exl.csv,0.55,0.53,0.62,0.72,0.7,0.67,0.83,0.65,0.56,0.91,0.67,0.62,0.65,0.86,0.63,0.63,0.46,0.54,0.63,0.72,0.79,0.88,0.76,0.56,0.65,0.81,0.73,0.8,0.64,0.82,0.7,0.69,0.8,0.62,0.64,0.5,0.63,0.95,0.74,0.83,0.27,0.63,0.77,0.76,0.93,0.64,0.64,0.67,0.56,0.53,0.69,0.62,0.64,0.57,0.66,0.75,0.8,0.62,0.66,0.86,0.44,0.69,0.53,0.74,0.58,0.59,0.55,0.96,0.68,0.84,0.89,0.47,0.59,0.68,0.7,0.85,0.65,0.74,0.6,0.87,0.72,0.43,0.63,0.75,0.86,0.7,0.79,0.8,0.73,0.81,0.58,0.76,0.68,0.6,1.05,0.65,0.85,0.75,0.78,0.83,0.96,0.84,0.32
ffigo.csv,0.94,0.7,0.85,0.91,0.67,0.67,0.87,0.88,0.82,0.71,0.72,0.93,0.62,0.98,0.99,0.59,0.75,1.0,0.95,0.82,0.93,0.94,0.97,0.79,0.97,0.85,1.0,1.0,0.96,0.99,0.76,0.74,0.42,1.0,0.75,0.8,0.9,0.75,0.8,0.8,0.72,1.0,0.79,1.0,1.0,0.99,1.0,0.69,0.77,1.0,0.79,0.67,0.83,0.62,0.74,0.87,0.8,0.94,0.64,0.82,0.61,0.53,0.72,0.57,0.69,0.79,1.0,0.81,0.36,0.66,0.78,0.32,1.0,0.67,0.61,0.98,0.97,1.0,0.91,0.92,0.99,1.01,1.0,0.94,0.71,0.77,1.02,0.61,1.05,0.84,0.86,0.76,0.94,1.0,0.5,0.9,0.86,0.72,0.7,1.0,0.99,0.64,0.38
fm-classic.csv,0.99,0.85,0.93,0.82,0.86,0.97,0.86,0.88,0.64,1.01,0.95,0.79,1.0,0.98,0.96,1.0,1.0,0.87,0.7,0.92,0.93,0.68,0.68,0.98,1.0,0.77,0.98,0.97,0.92,0.81,1.0,0.55,1.0,0.97,0.81,0.72,0.92,0.76,0.89,1.0,0.69,0.98,0.63,1.0,0.9,1.0,0.95,0.92,0.96,0.92,0.94,0.95,0.92,0.9,0.77,0.94,0.72,0.74,0.72,1.0,0.92,0.51,1.0,0.57,0.96,0.98,0.73,0.69,0.1,0.88,0.85,1.02,0.96,0.75,0.61,0.96,1.0,1.0,1.0,1.0,0.88,1.0,1.01,0.65,0.71,0.97,1.01,1.14,1.0,1.0,0.97,0.6,0.68,0.85,0.12,1.0,0.74,0.96,0.92,0.94,0.97,0.91,0.64
foursquared.csv,0.9,0.83,0.8,0.96,0.97,1.0,0.85,0.67,0.86,0.94,0.8,0.91,1.0,0.92,0.98,0.95,1.0,0.98,0.79,0.75,0.98,0.73,0.67,0.85,1.0,0.67,0.91,1.0,0.99,0.98,1.01,0.64,1.0,0.98,0.77,0.75,0.96,0.65,1.0,0.92,0.77,1.0,0.64,1.0,1.0,1.0,0.92,0.81,1.0,0.7,0.97,1.0,0.79,0.95,0.76,0.97,0.82,0.55,0.56,0.48,0.94,0.52,0.9,0.47,0.88,0.77,0.72,0.89,1.01,0.3,1.0,1.01,1.0,0.93,0.62,1.0,0.92,1.0,0.89,1.0,0.93,1.0,0.99,0.89,0.69,0.83,1.0,1.15,1.0,1.0,1.0,0.64,0.84,0.75,1.01,1.0,0.67,0.96,0.91,0.87,1.0,0.94,0.35
