,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.63,0.36,0.67,0.33,0.5,0.77,0.88,0.67,0.7,0.78,0.87,0.52,0.43,0.78,0.32,0.71,0.5,0.4,0.84
aubit4gl.csv,0.05,0.27,0.67,0.07,0.36,0.08,0.2,0.0,0.69,0.13,0.17,0.14,0.32,0.13,0.32,0.23,0.26,0.27,0.11
ipfilter.csv,0.85,0.73,0.83,0.44,0.64,0.77,0.61,0.67,0.83,0.78,0.83,0.7,0.57,0.96,0.54,0.83,0.96,0.7,0.47
jmol.csv,0.9,0.73,1.0,0.85,0.71,0.38,0.8,0.67,0.65,0.96,0.61,0.78,0.97,0.78,0.71,1.0,1.0,0.74,0.63
liferea.csv,0.75,1.0,0.17,0.67,0.71,0.69,0.34,1.0,0.31,0.52,0.52,0.71,0.62,0.3,0.25,0.54,0.48,0.4,0.37
miranda-icq.csv,0.71,0.73,0.33,0.67,0.79,1.0,1.0,1.0,0.02,0.33,0.78,0.17,0.57,0.09,0.54,0.62,0.57,0.03,0.16
moving-pictures.csv,0.58,0.45,0.5,0.74,0.64,0.46,0.02,1.0,0.28,0.83,0.39,0.53,0.65,0.39,0.57,0.44,0.61,0.14,0.74
opensim4opencog.csv,0.59,0.82,0.33,0.7,0.71,0.92,0.39,1.0,0.85,0.98,0.57,0.82,0.84,0.61,0.54,0.56,0.5,0.55,0.68
pclasses.csv,0.58,0.73,0.0,0.48,0.14,0.08,0.0,0.0,0.04,0.06,0.52,0.21,0.08,0.04,0.39,0.0,0.04,0.02,0.74
pfaedit.csv,0.56,0.09,0.67,0.52,0.64,0.46,0.0,0.67,0.63,0.78,0.3,0.67,0.81,0.26,0.18,0.0,0.07,0.08,0.32
plearn.csv,0.66,0.73,0.33,0.26,0.5,0.0,0.0,1.0,0.04,0.96,0.39,0.72,0.65,0.0,0.25,0.0,0.59,0.03,0.37
psrchive.csv,0.66,0.27,0.67,0.3,0.71,0.69,0.73,0.67,0.85,0.48,0.52,0.13,0.62,0.65,0.5,0.83,0.61,0.67,0.32
re2c.csv,0.37,0.18,1.0,0.48,0.57,0.38,0.37,0.33,0.28,0.19,0.39,0.19,0.46,0.04,0.68,0.31,0.33,0.44,0.26
rockbox.csv,0.69,0.55,0.67,0.78,0.79,0.23,0.0,1.0,0.65,0.81,0.26,0.67,0.76,0.43,0.32,0.15,0.35,0.28,0.74
theresa.csv,0.56,0.18,0.33,0.63,0.64,0.46,0.2,1.0,0.54,0.72,0.26,0.5,0.38,0.7,0.36,0.35,0.43,0.44,0.26
tktoolkit.csv,0.17,0.18,0.83,0.44,0.43,0.15,0.07,0.0,0.69,0.85,0.43,0.59,0.43,0.52,0.79,0.4,0.54,0.6,0.89
tzod.csv,0.78,0.45,0.5,0.59,0.64,0.85,0.83,1.0,0.7,0.61,0.57,0.74,0.59,0.78,0.11,0.73,0.74,0.75,0.21
yaprm.csv,0.69,0.45,0.33,0.37,0.5,0.08,0.02,0.67,0.46,0.33,0.3,0.38,0.65,0.43,0.21,0.08,0.13,0.27,0.32
zemljanka.csv,0.93,0.91,1.0,0.78,0.86,0.62,0.88,1.0,0.93,0.87,1.0,0.79,0.95,0.74,0.75,0.54,0.57,0.79,0.74
