,vapor.csv,zscreen.csv,autoopencas.csv,mbse.csv,avisynth2.csv,lportal.csv,les-indemodables.csv,simplewebservices.csv,mplayer-ce.csv
autoopencas.csv,0.68,0.83,0.0,1.0,1.0,0.84,1.0,0.92,1.0
avisynth2.csv,1.0,0.98,1.0,1.0,0.0,0.99,0.95,1.0,1.0
les-indemodables.csv,0.59,0.69,0.84,0.75,1.05,0.55,0.0,0.53,0.7
lportal.csv,0.8,0.92,0.57,0.96,1.0,0.07,0.85,0.84,0.85
mbse.csv,0.72,1.01,0.59,0.05,0.54,0.63,0.67,0.7,0.67
mplayer-ce.csv,0.99,1.02,0.9,0.98,0.99,0.98,0.89,0.93,0.01
simplewebservices.csv,0.74,0.86,0.72,0.83,0.91,0.53,0.81,0.0,0.91
vapor.csv,0.0,0.91,0.74,0.72,1.0,0.77,0.69,0.91,0.81
zscreen.csv,0.56,0.0,0.99,1.0,1.01,0.73,0.79,0.82,1.0
