,autofac.csv,mobicents.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
autofac.csv,0.5,0.38,0.46,0.6,0.54
chrysalis.csv,0.46,0.39,0.5,0.55,0.44
mobicents.csv,0.52,0.45,0.63,0.49,0.48
snakeyaml.csv,0.89,0.46,0.64,0.67,0.55
xamj.csv,0.57,0.56,0.74,0.72,0.5
