,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.2,0.09,0.16,0.23,0.11,0.1,0.18,0.58,0.16,0.37,0.29,0.11,0.01,0.27,0.28,0.06,0.04
amygdala.csv,0.37,0.13,0.23,0.01,0.06,0.29,0.53,0.46,0.26,0.0,0.4,0.0,0.23,0.24,0.45,0.28,0.03
awemud.csv,0.0,0.24,0.54,0.18,0.33,0.52,0.3,0.36,0.34,0.0,0.68,0.34,0.24,0.31,0.41,0.22,0.24
bullet.csv,0.8,0.78,0.86,0.18,0.61,0.05,0.78,0.7,0.67,1.0,0.86,0.77,0.71,0.73,0.66,0.94,0.9
customwars.csv,0.1,0.24,0.61,0.21,0.5,0.62,0.31,0.3,0.06,0.02,0.0,0.23,0.48,0.16,0.14,0.06,0.25
dvd-create.csv,0.93,0.82,0.73,0.86,0.17,0.62,1.0,0.56,0.68,0.68,0.75,0.74,0.68,0.57,0.79,0.72,0.84
gbif-indexingtoolkit.csv,0.1,0.42,0.16,0.97,0.28,0.33,0.08,0.0,0.4,0.0,0.17,0.17,0.23,0.04,0.14,0.28,0.47
go.csv,0.73,0.0,0.41,0.62,0.44,0.38,0.63,0.78,0.73,0.2,0.78,0.57,0.41,0.61,0.86,0.33,0.47
growl-for-windows.csv,0.43,0.38,0.73,0.78,0.67,0.67,0.57,0.64,0.51,0.1,0.65,0.49,0.67,0.53,0.72,0.0,0.44
kwave.csv,0.47,0.64,0.0,0.69,0.39,0.33,0.54,0.4,0.62,0.37,0.45,0.37,0.61,0.22,0.38,0.28,0.63
libarchive.csv,0.27,0.36,0.64,0.09,0.56,0.33,0.33,0.62,0.37,0.2,0.69,0.23,0.47,0.59,0.41,0.28,0.0
linux-ntfs.csv,0.3,0.51,0.52,0.15,0.28,0.43,0.41,0.28,0.14,0.49,0.36,0.46,0.73,0.47,0.0,0.72,0.18
lsb.csv,0.67,0.56,0.71,0.01,0.5,0.52,0.99,0.58,0.48,0.0,0.93,0.6,0.65,0.75,0.76,0.94,0.43
mpgravity.csv,0.23,0.38,0.64,0.48,0.5,0.71,0.48,0.52,0.12,0.0,0.23,0.4,0.6,0.31,0.45,0.17,0.43
qcad2.csv,0.33,0.84,0.45,0.41,0.89,0.14,0.01,0.32,0.13,0.51,0.23,0.4,0.65,0.12,0.38,0.72,0.72
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.37,0.44,0.23,0.86,0.61,0.14,0.41,0.44,0.59,0.2,0.56,0.4,0.43,0.0,0.55,0.5,0.51
